t,solve_time_ms,sqp_iters,qp_status,cost
0.0,26.226415007840842,-1,0,nan
0.02,26.11020400945563,-1,0,nan
0.04,26.064262012369,-1,0,nan
0.06,25.852367994957604,-1,0,nan
0.08,25.866672993288375,-1,0,nan
0.1,25.486330996500328,-1,0,nan
0.12,26.209083996945992,-1,0,nan
0.14,25.793458000407554,-1,0,nan
0.16,25.993011993705295,-1,0,nan
0.18,27.06221399421338,-1,0,nan
0.2,25.584433009498753,-1,0,nan
0.22,25.32372300629504,-1,0,nan
0.24,26.11930199782364,-1,0,nan
0.26,25.42081699357368,-1,0,nan
0.28,29.879863999667577,-1,0,nan
0.3,26.871775000472553,-1,0,nan
0.32,26.961390001815744,-1,0,nan
0.34,29.63097499741707,-1,0,nan
0.36,28.10657500231173,-1,0,nan
0.38,29.13634000287857,-1,0,nan
0.4,26.10374300274998,-1,0,nan
0.42,25.313969992566854,-1,0,nan
0.44,24.97656099149026,-1,0,nan
0.46,27.73257099033799,-1,0,nan
0.48,26.519571998505853,-1,0,nan
0.5,26.889031010796316,-1,0,nan
0.52,27.85681099339854,-1,0,nan
0.54,25.980711012380198,-1,0,nan
0.56,29.73202599969227,-1,0,nan
0.58,27.17426799063105,-1,0,nan
0.6,26.93656401243061,-1,0,nan
0.62,25.499260998913087,-1,0,nan
0.64,27.193158006411977,-1,0,nan
0.66,29.349381002248265,-1,0,nan
0.68,25.785492995055392,-1,0,nan
0.7000000000000001,25.90420001070015,-1,0,nan
0.72,26.757626998005435,-1,0,nan
0.74,25.063945999136195,-1,0,nan
0.76,25.249047990655527,-1,0,nan
0.78,25.75926500139758,-1,0,nan
0.8,26.42459901107941,-1,0,nan
0.8200000000000001,26.797717000590637,-1,0,nan
0.84,27.28772201226093,-1,0,nan
0.86,24.815520009724423,-1,0,nan
0.88,26.05118700012099,-1,0,nan
0.9,25.18921699083876,-1,0,nan
0.92,25.446932995691895,-1,0,nan
0.9400000000000001,24.81168700614944,-1,0,nan
0.96,25.4556669970043,-1,0,nan
0.98,24.838633005856536,-1,0,nan
1.0,24.997209999128245,-1,0,nan
1.02,25.17767901008483,-1,0,nan
1.04,25.944821012672037,-1,0,nan
1.06,24.847455992130563,-1,0,nan
1.08,25.3223519976018,-1,0,nan
1.1,27.775146008934826,-1,0,nan
1.12,25.167443993268535,-1,0,nan
1.1400000000000001,29.01745800045319,-1,0,nan
1.16,27.91067399084568,-1,0,nan
1.18,27.454846989712678,-1,0,nan
1.2,28.03382300771773,-1,0,nan
1.22,25.85092099616304,-1,0,nan
1.24,27.723195002181455,-1,0,nan
1.26,26.080515002831817,-1,0,nan
1.28,27.64544400270097,-1,0,nan
1.3,26.008412009105086,-1,0,nan
1.32,27.746286999899894,-1,0,nan
1.34,26.19217500614468,-1,0,nan
1.36,27.426625005318783,-1,0,nan
1.3800000000000001,28.091296000638977,-1,0,nan
1.4000000000000001,29.78125300433021,-1,0,nan
1.42,26.01353199861478,-1,0,nan
1.44,27.413446994614787,-1,0,nan
1.46,25.424930994631723,-1,0,nan
1.48,25.79413699277211,-1,0,nan
1.5,26.852576003875583,-1,0,nan
1.52,25.021049004863016,-1,0,nan
1.54,25.6496139918454,-1,0,nan
1.56,26.254997006617486,-1,0,nan
1.58,25.271784004871733,-1,0,nan
1.6,27.424763000453822,-1,0,nan
1.62,25.036926002940163,-1,0,nan
1.6400000000000001,26.281067010131665,-1,0,nan
1.6600000000000001,26.094688000739552,-1,0,nan
1.68,25.774407986318693,-1,0,nan
1.7,26.18647599592805,-1,0,nan
1.72,24.597465991973877,-1,0,nan
1.74,25.717547003296204,-1,0,nan
1.76,25.563654999132268,-1,0,nan
1.78,30.880678998073563,-1,0,nan
1.8,26.441641006385908,-1,0,nan
1.82,29.09765600634273,-1,0,nan
1.84,26.10837499378249,-1,0,nan
1.86,25.24430799530819,-1,0,nan
1.8800000000000001,27.212093002162874,-1,0,nan
1.9000000000000001,25.390367998625152,-1,0,nan
1.92,28.741963993525133,-1,0,nan
1.94,26.162239009863697,-1,0,nan
1.96,24.934212007792667,-1,0,nan
1.98,30.365765996975824,-1,0,nan
2.0,27.850550002767704,-1,0,nan
2.02,25.370360002852976,-1,0,nan
2.04,25.22848099761177,-1,0,nan
2.06,24.857758995494805,-1,0,nan
2.08,30.51271999720484,-1,0,nan
2.1,27.204194004298188,-1,0,nan
2.12,25.89296099904459,-1,0,nan
2.14,26.30779800529126,-1,0,nan
2.16,29.794770991429687,-1,0,nan
2.18,25.91981399746146,-1,0,nan
2.2,26.61724000063259,-1,0,nan
2.22,26.11163500114344,-1,0,nan
2.24,26.674092005123384,-1,0,nan
2.2600000000000002,25.91231900441926,-1,0,nan
2.2800000000000002,24.507631998858415,-1,0,nan
2.3000000000000003,26.826803004951216,-1,0,nan
2.32,27.897125008166768,-1,0,nan
2.34,25.725485000293702,-1,0,nan
2.36,29.90080499148462,-1,0,nan
2.38,25.72300900646951,-1,0,nan
2.4,25.392195995664224,-1,0,nan
