t,roll_cmd,pitch_cmd,yaw_cmd,thrust_cmd,a_theta
0.0,0.06456123094315684,0.7540472396685401,0.0,0.4063299428172003,0.29697013519327836
0.02,-0.009355955431161495,0.31766823882130796,0.0,0.5232380404147895,0.010000000006915921
0.04,0.003937354015095568,0.280089270994376,0.0,0.5578346694876969,0.01000000000079838
0.06,0.02229551640635961,0.2813913552222714,0.0,0.5843213949034954,0.06733551067598642
0.08,0.04923837358389917,0.31907797419752537,0.0,0.4659454847472207,1.594508556744497
0.1,0.04316615764887498,0.2687083268039179,0.0,0.5206470503424195,0.7619860399022679
0.12,0.031713539907192036,0.2916195269683567,0.0,0.5064986623103138,0.5779391944104971
0.14,0.028210568166118957,0.3035563406364269,0.0,0.5078577100556366,0.4066312007064278
0.16,0.03718634707306301,0.30519478168409553,0.0,0.5051104973136807,0.2792862498069797
0.18,0.043729704425896576,0.2970908306995572,0.0,0.5042839274213099,1.1132932321830955
0.2,0.04315255074379915,0.29807475169185765,0.0,0.5016825712191136,2.023246903835229
0.22,0.03057933987947026,0.3045931815003914,0.0,0.4996068013001697,2.486405188782453
0.24,0.03125003143910772,0.3094743904369786,0.0,0.49919504672278225,2.418225750185341
0.26,0.026280777559290466,0.318038800192918,0.0,0.4930153168437785,2.7465901075333914
0.28,0.02659721131875587,0.32411376246292717,0.0,0.4892063763151208,2.8447187631947304
0.3,0.025040590299035433,0.3248338427214807,0.0,0.48789713672000323,2.907151622238869
0.32,0.02624717707826104,0.32586693586311594,0.0,0.4868453738654679,2.993799674820237
0.34,0.024506638073912658,0.33300390802827134,0.0,0.4823591500198848,3.0038344946256568
0.36,0.023637544837210367,0.33343982869406996,0.0,0.4810814653765724,3.1194534223610213
0.38,0.022690737104068878,0.33394014326143684,0.0,0.47960631760605404,3.2317766143258533
0.4,0.017388290369645582,0.3350531911059177,0.0,0.47900069338648926,3.142213985708275
0.42,0.01768463922193532,0.33873678341917035,0.0,0.47579665302897906,3.053649901572507
0.44,0.01521131317618916,0.3378879836438231,0.0,0.4762085839008791,2.739142057215406
0.46,0.016768889700002385,0.34197234006412375,0.0,0.47184063263355025,2.701913806640942
0.48,0.016379944536894796,0.3436590753926334,0.0,0.46830633819245543,2.8618386032692342
0.5,0.012729356741737606,0.3382725771833899,0.0,0.46922768671883075,3.0473656695212177
0.52,0.00882942264436427,0.33404936866938484,0.0,0.46952923949864683,3.481779052753703
0.54,0.01883325826423453,0.33054003493484785,0.0,0.4678961704728314,4.0173730085376915
0.56,0.0195221365925803,0.3264195880013073,0.0,0.4665732091272226,4.513198816957969
0.58,0.008643991480164885,0.32273881953070216,0.0,0.46665646027082525,4.725457971176824
0.6,0.01917724730993281,0.3184392208248219,0.0,0.46363734948276675,5.113080513198574
0.62,0.02307654089112294,0.31169355404788207,0.0,0.46300853156355853,5.04423941237317
0.64,0.01965036675446897,0.30731074057152785,0.0,0.4601810962497564,5.185787138674343
0.66,0.028043952828076948,0.2992836117605539,0.0,0.45586632972643715,8.783108441351544
0.68,0.04322465672797124,0.29314507591478967,0.0,0.4549453580846339,4.403717222672346
0.7000000000000001,0.05362264183396108,0.2867344767495831,0.0,0.450055558623185,1.361440341003283
0.72,0.04635074238909375,0.28047592583891,0.0,0.4463687894343898,1.0705224452188153
0.74,0.04169103542755452,0.2738924573449812,0.0,0.44447032785068924,0.8285911976608311
0.76,0.06280211426999723,0.26447684354394024,0.0,0.43890238658184855,0.8603733648980438
0.78,0.08303084299136601,0.2491762081151485,0.0,0.4332407199162335,1.5621326619956917
0.8,0.09171996202699698,0.2344975050718533,0.0,0.42939063560326557,1.8603586888330277
0.8200000000000001,0.09920347667266212,0.21548130286193004,0.0,0.4259914976020296,2.1062988228281525
0.84,0.10692183953391433,0.1973290009762343,0.0,0.41967132265814844,0.7230846845582555
0.86,0.1281696189495509,0.18151915014445533,0.0,0.4097410792619597,0.010000000000345954
0.88,0.14507992866992214,0.1645364972539288,0.0,0.4029634346583073,0.010000000000135394
0.9,0.15655681754899375,0.14587797858566515,0.0,0.4008150995527089,0.010000019918811416
0.92,0.1531090237491006,0.1305980162820719,0.0,0.40067973149174774,0.01000000000004436
0.9400000000000001,0.17242105111916656,0.11025633242901564,0.0,0.3934982603400118,0.010000000000037909
0.96,0.18898308851237888,0.08877527266504376,0.0,0.3907096407455869,0.014073546962348353
0.98,0.18585604685075444,0.08052318065127313,0.0,0.3872717588823065,0.01000000001719544
1.0,0.1806299472342005,0.08106416875166839,0.0,0.38796118234455496,0.010000000000050408
1.02,0.17625702225932297,0.06881758124012374,0.0,0.38421403308894375,0.010000000000056039
1.04,0.18225177856204558,0.04790605485063921,0.0,0.38459416294648713,0.010000000000070399
1.06,0.20256683282249788,0.04183377826473044,0.0,0.37894003790723885,0.010000000000075957
1.08,0.2161817975329072,0.03440808154138328,0.0,0.3772442044926967,0.010000000000141198
1.1,0.23223212059788761,0.029026623022264206,0.0,0.37675764714153187,0.6787645166206131
1.12,0.2368165071482975,0.05367920465553474,0.0,0.3762996038267699,1.7718794649106666
1.1400000000000001,0.24539226246148285,0.08182629328069832,0.0,0.3743581192137654,1.1118048388270512
1.16,0.25988114439807236,0.07976639233979722,0.0,0.37611645781404934,1.3210757853067217
1.18,0.2592618897757847,0.07883137950264539,0.0,0.3726263444963389,0.3425154403532007
1.2,0.25743226670606906,0.08416399853048215,0.0,0.38044582296935464,0.010000000000083664
1.22,0.22897861216500237,0.05653716130634549,0.0,0.37334569921141303,0.010000000000058715
1.24,0.1952519638029115,0.05735000531379385,0.0,0.3802955518968632,0.010000000000024194
1.26,0.18666313929992495,0.063601647440828,0.0,0.3773962266007717,0.010000000000010953
1.28,0.16303359495749703,0.05209321095542557,0.0,0.3769854318550425,0.010000000000007654
1.3,0.15532044461890082,0.033051745906849124,0.0,0.37857507935131873,0.010000000000005756
1.32,0.1345293667231821,0.020575081351067052,0.0,0.37924471549293093,0.010000000000004667
1.34,0.08564528107770089,0.006404737241787304,0.0,0.36361154628517106,0.010000000000003968
1.36,0.05264624340052028,-0.004147882276236406,0.0,0.3762222295589218,0.010000000000003516
1.3800000000000001,0.028753669738939464,-0.006853376478537614,0.0,0.3285857697873107,0.010000000000003145
1.4000000000000001,-0.005473693212971729,-0.024941985132537876,0.0,0.3593717396197608,0.01000000000000296
1.42,-0.05358706193821011,-0.05540630756702121,0.0,0.30083827827575116,0.010000000000002843
1.44,-0.08814539802955823,-0.07696486729899726,0.0,0.44298849445856747,0.010000000000002842
1.46,-0.17534040668438872,-0.14434627873371841,0.0,0.08545052262150254,0.01000000000000273
1.48,-0.13957126945646411,-0.07009401249057741,0.0,0.5741541611777857,0.010000000000002701
1.5,-0.06621682367592505,0.011910677608827261,0.0,0.08545052262150005,0.01000000000000126
1.52,-0.05340574818054586,0.10979947996780341,0.0,0.6055061285732941,0.010000000000057453
1.54,-0.15506027047497312,0.07097836667726112,0.0,0.08545052262150077,0.010000000000001508
1.56,-0.3093977483975112,0.050488849404397906,0.0,0.611693178244602,0.010000000000001494
1.58,-0.3168088920301225,0.07026504493471339,0.0,0.43339664425847124,0.01000001775075699
1.6,-0.43389897030823005,0.08230169305231946,0.0,0.5111354037023449,0.010000000088821756
1.62,-0.3584098396294668,0.04858942806939008,0.0,0.5067013754455172,0.010000000000001992
1.6400000000000001,-0.4150635657582396,0.07491842791258638,0.0,0.509993387080482,0.01000049025140898
1.6600000000000001,-0.49406619662112816,0.02188238152337884,0.0,0.5211178645260083,0.01000000000000212
1.68,-0.5862554239888242,-0.004376257976665236,0.0,0.521974103308141,0.010000000000002207
1.7,-0.5940131457550374,-0.0482141805080423,0.0,0.5229390106911996,0.010000000000002262
1.72,-0.41060891430179713,-0.04456556028486469,0.0,0.5283603533125031,0.1246263886089482
1.74,-0.6413571009390573,-0.13690350828395698,0.0,0.5218619637019627,0.010000000000529849
1.76,-0.6509402737259419,-0.22644368308805393,0.0,0.5402084205212645,0.010000000000002429
1.78,-0.6370041526060056,-0.27577193678511636,0.0,0.5231877826484372,0.010000000000002522
1.8,-0.627357656182549,-0.35562160735254666,0.0,0.5413133429730624,0.010000000000002741
1.82,-0.6042188986199865,-0.395471143333601,0.0,0.5341113178261966,0.010000000000002953
1.84,-0.6113641385236375,-0.49159995346939955,0.0,0.5453740797655646,0.010000000000003168
1.86,-0.6009476359445228,-0.5823287733970587,0.0,0.5460290401235054,0.010000000000203752
1.8800000000000001,-0.5534666788726041,-0.6256522673914575,0.0,0.5411561931417079,0.010000000162182393
1.9000000000000001,-0.5058744224858192,-0.6405199999751343,0.0,0.5384403679476543,0.010000000000003546
1.92,-0.4952631624769163,-0.5426069490623234,0.0,0.6072794477303853,0.010000000000002413
1.94,-0.37904088116327783,-0.41960148705840367,0.0,0.49150301597829804,0.010000000000002342
1.96,-0.3919752776845749,-0.636696978616826,0.0,0.638490550960993,0.010000000000002235
1.98,-0.17471880294408274,-0.39761438037831304,0.0,0.16145513472430473,0.01000000000000228
2.0,-0.24881431975373175,-0.638407208369362,0.0,0.799999999999592,0.010000000000002863
2.02,-0.29249339124694873,-0.5592053591092179,0.0,0.3324933931195985,0.01000000000000216
2.04,-0.21664920311635744,-0.7576949282500514,0.0,0.7387969138540957,0.01000000000000191
2.06,-0.22539398385677506,-0.6417592242512318,0.0,0.4155207467087926,0.010000000000002056
2.08,-0.11315067611871421,-0.6887531182983193,0.0,0.6619887717959806,0.010000000000001879
2.1,-0.13685507037169625,-0.7112407784844443,0.0,0.4376525527396741,0.010000000000001959
2.12,-0.024508338149007866,-0.8110349310242364,0.0,0.5868925852669692,0.010000000000001856
2.14,-0.0579834734648302,-0.7626789090000857,0.0,0.40986273464486134,0.010000000000001895
2.16,0.0627773958381527,-0.698254359991009,0.0,0.5481674731897441,0.010000000000001842
2.18,0.039681150854327815,-0.8100541156360302,0.0,0.34805346292323325,0.010000000003752155
2.2,0.2747915453937033,-0.8617229510934741,0.0,0.5513532622893689,0.010000000000001948
2.22,0.1646732953362771,-0.8220511297505507,0.0,0.2707803517972957,0.010000000000002
2.24,0.4752119129321134,-0.5005501275520167,0.0,0.7207932683450116,0.010000000000002028
2.2600000000000002,-0.06114093800529452,0.22844999025038937,0.0,0.08545052263499286,0.010000000064202512
2.2800000000000002,0.5911615344495155,-0.003710140041772808,0.0,0.7999999999999999,0.010000000000000992
2.3000000000000003,-0.4378900587487641,0.6526656838987009,0.0,0.0854505226215001,0.010000000000000647
2.32,0.47622961152220333,-0.7657926090381498,0.0,0.42032776832390734,0.010000000000000613
2.34,0.21646611499968277,-0.5008710980609719,0.0,0.08563884736898086,0.010000000008285586
2.36,0.4213192488994109,-0.6759044120860607,0.0,0.4161003204796805,0.010000000000639754
2.38,0.29567794199396247,-0.5364617802503551,0.0,0.2856920280790105,0.01000000000000073
2.4,0.45202670691989977,-0.5816697706375268,0.0,0.3484519918665057,0.010000000979512577
2.42,0.3362650456099985,-0.4879373362729078,0.0,0.3411061138530476,0.010000000000001147
2.44,0.3391045747350944,-0.46662793640938105,0.0,0.33161041873278213,0.01000000000000118
2.46,0.3574587113139072,-0.4397234340845734,0.0,0.3531337956152302,0.01000120191491372
