t,roll_cmd,pitch_cmd,yaw_cmd,thrust_cmd,a_theta
0.0,0.2560491448785301,0.5625768227980592,0.0,0.44009023031289507,0.010000000005021622
0.02,0.01479078832857536,0.29593418173681,0.0,0.5217199187270047,0.0100000000005407
0.04,0.010277078428153629,0.2902093093593868,0.0,0.559552771396658,0.10011786558435963
0.06,0.04145945140389706,0.3099021478401795,0.0,0.4697563126804562,1.5815889965699175
0.08,0.058924463020352924,0.2702708274342291,0.0,0.5125533610980403,1.3202623500123076
0.1,0.07034535174150727,0.26851858268102385,0.0,0.5099878443050812,0.7704201339318122
0.12,0.07094739527988471,0.29170687128155515,0.0,0.5140669896092315,0.010000000090856775
0.14,0.06345174992903022,0.30877627350626863,0.0,0.5108746637369207,0.010000000002989647
0.16,0.0555319613932908,0.30013854883009505,0.0,0.509785482562746,0.38526252805345995
0.18,0.051730132021057224,0.30431690318342147,0.0,0.5040519717477931,0.7411782391259898
0.2,0.05405737603086211,0.29668623278278683,0.0,0.5065075007654322,1.5610326407309243
0.22,0.06360306226415402,0.3045169177674651,0.0,0.5028953723574888,1.7990459497617302
0.24,0.06107824821830685,0.314235873755673,0.0,0.4963796898150385,2.3055886024416723
0.26,0.055223134957177594,0.318083633405334,0.0,0.4938452617421025,2.7117890109703766
0.28,0.03962410303704102,0.32807628405120526,0.0,0.48812815318580277,2.9900032919532484
0.3,0.05348989115527496,0.32043965168215366,0.0,0.4911663188872843,3.084593514649074
0.32,0.06456241252853706,0.3271042980930107,0.0,0.4848677622903074,3.2464188912207588
0.34,0.0652392935531084,0.3286449921473547,0.0,0.48262279391456153,3.489076109269416
0.36,0.06109255561470761,0.331274882534626,0.0,0.4815318664248139,3.2642516233382013
0.38,0.05760110778027384,0.3313676162043453,0.0,0.4803522069864467,3.306778684493707
0.4,0.06210594535855064,0.33294318264398876,0.0,0.47781171932726046,3.2972354251083718
0.42,0.06356023341804966,0.32704998298587973,0.0,0.4782656395955059,3.6613050015074995
0.44,0.07462259566260095,0.3315492775181917,0.0,0.47198972496766,3.889290168084993
0.46,0.08077561798453003,0.3314707363183189,0.0,0.46916155387800945,3.625467427516017
0.48,0.08863381579576977,0.32668751127917234,0.0,0.4659846894962614,3.9682179124221606
0.5,0.08422854669204298,0.3225760781225762,0.0,0.46619440440263454,3.9642503145795227
0.52,0.08119211545680712,0.32115439730038947,0.0,0.464156916326723,4.164173692985028
0.54,0.08543299296341471,0.315784438045296,0.0,0.4627699852061296,4.577151744617549
0.56,0.0971299984958906,0.3073893004079597,0.0,0.46020168205620615,5.515281568135336
0.58,0.11141353906377993,0.2964933980495647,0.0,0.4567380159608368,5.061002202618804
0.6,0.10568689156164468,0.2849860959272509,0.0,0.46099688663638794,5.215439004972936
0.62,0.10694013937369733,0.2799551892247959,0.0,0.4583029629640144,5.8541536777473135
0.64,0.11057673845654664,0.27570132197303676,0.0,0.4568617720359557,5.003911647494868
0.66,0.1171557910994235,0.2672799485467168,0.0,0.45367676379159,4.216986566362294
0.68,0.13033236263085393,0.26381664026605117,0.0,0.4447584682243774,3.5622833145984383
0.7000000000000001,0.12131528974836414,0.2501552283622909,0.0,0.446548531763347,2.8718196152882007
0.72,0.12767855211288467,0.24011121231036942,0.0,0.4417385730866045,1.6564233166446019
0.74,0.12390739792765923,0.227080105311119,0.0,0.43809808499950725,1.1132253909530443
0.76,0.1183773653054418,0.218713066056257,0.0,0.42952097207047546,0.6062188538669041
0.78,0.13318249325207,0.19245963940080474,0.0,0.4232600730506642,0.4106509956117391
0.8,0.12843799175644863,0.1753587475839893,0.0,0.4188988157898013,0.010000000000550402
0.8200000000000001,0.1347807661953819,0.1595514547245533,0.0,0.4125340712581725,0.010000000002998834
0.84,0.12009397003682681,0.1304344358718264,0.0,0.40449408712839835,0.015428396362389735
0.86,0.11287161063301104,0.11370249371808178,0.0,0.39910319958109836,0.010000000412944358
0.88,0.12091661817925434,0.09692324347965031,0.0,0.3919645423116794,0.010058339602826412
0.9,0.11515621052859415,0.08006150652999494,0.0,0.3874625329657704,0.018954302079366048
0.92,0.12038003955624482,0.07783597876316435,0.0,0.38147192304980754,0.5426604860965887
0.9400000000000001,0.12001814005351334,0.06707523838861201,0.0,0.37712042692454123,0.7021840598899841
0.96,0.11522490365000913,0.06045696583111258,0.0,0.3786934087350441,0.778761386100786
0.98,0.11520969159611946,0.06991653584736172,0.0,0.3753299622448206,1.0289723750176685
1.0,0.12636472413866023,0.09347945117938793,0.0,0.37441388373708,1.0342987382424411
1.02,0.15025673328702271,0.10870413954641045,0.0,0.3729758274180017,1.5935780590887694
1.04,0.16666796080169297,0.1256678492876454,0.0,0.37258339576819316,1.8499936143019713
1.06,0.16810400900310216,0.145909249497138,0.0,0.36831628064466476,0.9683889751922738
1.08,0.15920887966200226,0.14605526771326693,0.0,0.3744862321579727,0.7658270062335781
1.1,0.14360086638430092,0.13445106236702842,0.0,0.3753560701444845,0.2430499473018911
