t,solve_time_ms,sqp_iters,qp_status,cost
0.0,26.75730899500195,-1,0,nan
0.02,26.512309996178374,-1,0,nan
0.04,28.46436398976948,-1,0,nan
0.06,27.988645000732504,-1,0,nan
0.08,26.196785998763517,-1,0,nan
0.1,26.532021001912653,-1,0,nan
0.12,25.682947001769207,-1,0,nan
0.14,27.94299200468231,-1,0,nan
0.16,28.335474999039434,-1,0,nan
0.18,30.307946013635956,-1,0,nan
0.2,27.402259001974016,-1,0,nan
0.22,27.29601199098397,-1,0,nan
0.24,26.509882998652756,-1,0,nan
0.26,27.6073209970491,-1,0,nan
0.28,25.817428992013447,-1,0,nan
0.3,27.668399998219684,-1,0,nan
0.32,25.78005800023675,-1,0,nan
0.34,26.46539401030168,-1,0,nan
0.36,30.672347988002002,-1,0,nan
0.38,29.056394996587187,-1,0,nan
0.4,29.518669995013624,-1,0,nan
0.42,27.509620995260775,-1,0,nan
0.44,30.162383991410024,-1,0,nan
0.46,29.3046430015238,-1,0,nan
0.48,28.426008007954806,-1,0,nan
0.5,30.206082010408863,-1,0,nan
0.52,29.454745003022254,-1,0,nan
0.54,28.04072998696938,-1,0,nan
0.56,29.877834997023456,-1,0,nan
0.58,28.93858500465285,-1,0,nan
0.6,29.715024997130968,-1,0,nan
0.62,29.523635006626137,-1,0,nan
0.64,27.794228997663595,-1,0,nan
0.66,30.710314007592387,-1,0,nan
0.68,29.262060998007655,-1,0,nan
0.7000000000000001,28.0698080023285,-1,0,nan
0.72,30.847327987430617,-1,0,nan
0.74,29.197754003689624,-1,0,nan
0.76,27.666720998240635,-1,0,nan
0.78,28.81974600313697,-1,0,nan
0.8,29.457755998009816,-1,0,nan
0.8200000000000001,29.64308399532456,-1,0,nan
0.84,29.777427000226453,-1,0,nan
0.86,29.814471999998204,-1,0,nan
0.88,26.394508997327648,-1,0,nan
0.9,26.69039300235454,-1,0,nan
0.92,29.859289003070444,-1,0,nan
0.9400000000000001,33.32639099971857,-1,0,nan
0.96,32.36640400427859,-1,0,nan
0.98,31.34948200022336,-1,0,nan
1.0,28.29967199068051,-1,0,nan
1.02,26.418426001328044,-1,0,nan
1.04,30.610914996941574,-1,0,nan
1.06,30.748748002224602,-1,0,nan
1.08,30.648567990283482,-1,0,nan
1.1,32.03740400203969,-1,0,nan
1.12,32.126963007613085,-1,0,nan
1.1400000000000001,25.963508000131696,-1,0,nan
1.16,27.798437004094012,-1,0,nan
1.18,26.309796012355946,-1,0,nan
1.2,29.022695001913235,-1,0,nan
1.22,28.648685998632573,-1,0,nan
1.24,28.409690989064984,-1,0,nan
1.26,30.12017199944239,-1,0,nan
1.28,27.946431990130804,-1,0,nan
1.3,25.911684992024675,-1,0,nan
1.32,28.45736099698115,-1,0,nan
1.34,26.181366003584117,-1,0,nan
1.36,25.878441010718234,-1,0,nan
1.3800000000000001,27.168348999111913,-1,0,nan
1.4000000000000001,26.058381990878843,-1,0,nan
1.42,26.351938999141566,-1,0,nan
1.44,27.521273004822433,-1,0,nan
1.46,25.960255996324122,-1,0,nan
1.48,25.777369999559596,-1,0,nan
1.5,26.051132997963578,-1,0,nan
1.52,26.05842100456357,-1,0,nan
1.54,25.755752008990385,-1,0,nan
1.56,25.944551001884975,-1,0,nan
1.58,26.79272300156299,-1,0,nan
1.6,25.406031010788865,-1,0,nan
1.62,26.492712000617757,-1,0,nan
1.6400000000000001,26.106199002242647,-1,0,nan
1.6600000000000001,26.647114995284937,-1,0,nan
