Eval_ID,Q_c,Q_l,R_u,mu,R_T,Z_l,z_l,Mean_Reward,Min_Reward,Success_Rate,Mean_Time,TR_Length
188,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6087.029525016911,319.33457646358687,73.33727140174359,0.25,12.780000000000001,0.4
189,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6104.91518124461,765.1827426742612,96.83097069704488,0.75,11.55,0.4
190,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6088.444339473342,323.98237109771514,80.37042809792119,0.25,12.155000000000001,0.4
191,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6102.93205809108,316.81350358761523,80.29278287406272,0.25,10.159999999999998,0.4
192,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6117.5853556741895,985.1300000000001,980.96,1.0,14.870000000000001,0.4
193,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6047.747198794377,550.3247199566648,111.77790651755903,0.5,10.895,0.2
194,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6059.193529544608,543.0921271901216,97.7040430895024,0.5,14.7,0.2
195,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6072.73961066855,765.9841725033908,101.37669001356343,0.75,12.09,0.2
196,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6049.086303507742,985.24,981.2,1.0,14.760000000000002,0.2
197,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,5950.222801728857,301.88236919892796,50.14043475566036,0.25,9.355,0.2
198,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,5999.360237694224,331.08917000060734,105.89788204280558,0.25,13.739999999999998,0.2
199,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6033.682070448625,542.3569404833934,94.20675092834273,0.5,12.88,0.2
200,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6050.192683912841,89.76008399219643,46.67046922836573,0.0,10.31,0.1
201,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6057.455335959212,539.933648879562,95.45418749495242,0.5,14.385,0.1
202,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6063.246571642615,333.45116922226225,114.41623953172466,0.25,14.504999999999999,0.1
203,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6085.151419958834,769.0830361962936,115.11214478517434,0.75,13.67,0.1
204,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6069.282167936481,314.1599898416435,46.566621958175546,0.25,12.655000000000001,0.1
205,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6084.719557363234,329.5297506284264,99.75297107907485,0.25,12.83,0.1
206,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6097.277121281619,753.8202504400324,51.581001760129624,0.75,11.684999999999999,0.1
207,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6089.148307037798,767.1409473808735,103.38378952349427,0.75,12.46,0.05
208,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6066.966988479951,327.91250400537416,96.12318550945541,0.25,12.545,0.05
209,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6086.92837059655,81.89236004829186,74.61645961927894,0.0,8.825000000000001,0.05
210,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6077.730838147054,765.9562041218778,100.10481648751104,0.75,12.34,0.05
211,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6058.557534626348,85.36650425447374,78.5278931432234,0.0,11.745,0.05
212,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6066.021516550344,543.8613431957059,96.52044183098064,0.5,11.450000000000001,0.05
213,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6072.939503495048,329.983185719277,95.15791173790375,0.25,13.17,0.05
214,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6094.2236952905305,323.67893257421315,98.81977520401142,0.25,12.180000000000001,0.025
215,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6107.252099750155,529.3546037984522,49.94844753368168,0.5,12.184999999999999,0.025
216,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6118.917334142242,321.73149648016476,76.54333158359944,0.25,12.649999999999999,0.025
217,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6127.66201077928,752.1511333619242,48.92453344769658,0.75,11.89,0.025
218,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6122.473398886056,313.4007544723682,48.81237580703338,0.25,12.59,0.025
219,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6132.713511800919,528.0040957116163,32.00060187258387,0.5,11.850000000000001,0.025
220,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6138.022491629373,537.2951590960691,75.99292126652546,0.5,11.555,0.025
221,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6147.306077157599,550.2664815750152,115.35900201514463,0.5,15.11,0.0125
222,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6157.809835536297,300.91177093899324,47.45472713336581,0.25,9.57,0.0125
223,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6160.68217215636,766.026180858156,101.68472343262363,0.75,11.745,0.0125
224,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6157.676720422192,538.6553079215792,78.09013118692145,0.5,11.659999999999998,0.0125
225,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6168.421911040221,317.2618269431728,78.40758993392154,0.25,12.0,0.0125
226,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6164.500634405886,544.8700769255262,100.96111551497204,0.5,15.219999999999999,0.0125
227,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6171.743454107753,88.36140099506235,31.566422393626933,0.0,10.415,0.0125
228,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6138.620873826586,547.746718797646,105.8402379391484,0.5,14.315000000000001,0.00625
229,307.16711969673634,81.8053279928863,760.7146835327148,7.1001097679138185,224.2559107542038,3424.000571529259,27.27630298380153,27.88332738497217,22.77151545669404,0.0,1.24,0.8
230,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6207.150616023378,83.3231337533261,29.42543026546733,0.0,10.435,0.8
231,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6166.211525545623,764.7523587904418,104.60943516176727,0.75,13.67,0.8
232,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6164.846402945016,107.73032202415837,97.98080771292324,0.0,12.825000000000001,0.8
233,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6145.430252100687,547.8013060158156,101.5863767277752,0.5,13.485,0.8
234,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6150.386474432129,982.725,979.96,1.0,17.275,0.8
235,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6120.567886494524,285.37463885775435,30.415917317454657,0.25,9.36,0.8
236,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6125.223604934016,541.3769785562349,81.34755986982373,0.5,13.16,0.4
237,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6130.0909172501015,545.733828888128,99.00789086913824,0.5,12.485,0.4
238,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6138.272377541053,330.94355953508665,102.83606451260061,0.25,11.925,0.4
239,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6144.195222182156,535.6074320071618,50.21405314007993,0.5,10.405,0.4
240,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6152.042391684122,532.595590145733,53.050646905323084,0.5,10.8,0.4
241,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6158.685014138394,768.9668059473952,106.70722378958082,0.75,12.049999999999999,0.4
242,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6156.310576726577,545.0439647916597,101.19925349925799,0.5,13.205,0.4
243,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6161.71654565533,768.9712799675766,113.60511987030627,0.75,12.79,0.2
244,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6160.829368326593,532.5307514832891,54.08013337222272,0.5,11.77,0.2
245,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6166.976597726754,315.9747780742547,49.7338737246559,0.25,11.26,0.2
246,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6168.337643877858,329.3175640570148,99.73419221238159,0.25,12.695,0.2
247,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6169.073768968509,541.6165818919944,94.93409868206706,0.5,11.280000000000001,0.2
248,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6175.076722339133,326.9672402931625,100.9991708967444,0.25,12.535,0.2
249,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6173.004540498081,326.0629161531525,100.37496906154317,0.25,11.745,0.2
250,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6173.419714417527,550.3750603692065,109.53945147890475,0.5,11.45,0.1
251,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6180.3533487628465,768.8752180596679,115.36087223867136,0.75,13.259999999999998,0.1
252,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6183.5394648039655,104.71198670546764,79.56290629868865,0.0,12.82,0.1
253,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6157.305404131176,325.38993920880705,91.23929762974882,0.25,11.825,0.1
254,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6158.951834029035,323.45738017661694,100.02998050826281,0.25,11.87,0.1
255,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6157.104630536202,320.3467145859927,94.78756103512015,0.25,13.205,0.1
256,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6164.754656936359,550.166683479111,108.06553967382449,0.5,13.945,0.1
257,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6168.2338485035625,316.23402555537695,75.98700458889363,0.25,11.094999999999999,0.05
258,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6172.193293562854,760.587673151141,78.93069260456379,0.75,12.365,0.05
259,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6166.205429140484,319.4308451566545,94.64033488843901,0.25,11.215,0.05
260,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6168.6803573050065,519.0609814129452,44.28728458500283,0.5,9.435,0.05
261,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6174.958465550008,765.3421773462721,103.28870938508832,0.75,13.040000000000001,0.05
262,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6177.85413927031,309.3452196390624,30.12938658772738,0.25,9.98,0.05
263,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6174.0187937256715,768.8993687212753,111.51747488510154,0.75,11.685,0.05
264,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6174.847292945952,768.8030587554947,113.03223502197915,0.75,11.98,0.025
265,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6172.25298559086,543.5531114289014,79.822965545523,0.5,12.735,0.025
266,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6179.850691350519,764.8117314338027,106.98692573521052,0.75,14.65,0.025
267,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6182.402291770041,541.0502627531265,78.31864483767433,0.5,11.185,0.025
268,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6189.155230339646,546.2816518072906,95.97861461499839,0.5,13.61,0.025
269,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6196.593222462928,986.2900000000001,984.84,1.0,13.71,0.025
270,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6190.22963007446,536.3551262193635,78.5597243695524,0.5,11.580000000000002,0.025
271,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6200.91249333964,751.687818114148,51.53127245659189,0.75,13.315,0.0125
272,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6216.295246587707,535.4402369719695,48.12796795766949,0.5,10.86,0.0125
273,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6214.990103981102,764.2271378844721,99.16855153788862,0.75,14.165,0.0125
274,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6221.615693440235,537.8027114365334,75.9176555849479,0.5,12.634999999999998,0.0125
275,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6230.946823730636,308.86004857161674,30.398468357374913,0.25,9.18,0.0125
276,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6218.00364890156,766.2508056287832,109.82322251513243,0.75,13.65,0.0125
277,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6228.043984818176,545.3801195819568,95.18255647037341,0.5,13.219999999999999,0.0125
278,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6235.558339306364,986.335,983.1,1.0,13.665,0.00625
279,242.9347756356001,399.9138301759958,94.68755580484867,8.491995733976363,529.5943020582199,147187.58418146896,341.64051332847504,37.0672241234189,18.567829266420443,0.0,2.065,0.8
280,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6272.054978329376,103.03042677396492,95.82547875073006,0.0,12.835,0.8
281,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6210.020268514222,320.35329409351175,77.08810312434552,0.25,12.235,0.8
282,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6197.956975638976,546.5855746582969,100.75648942858649,0.5,13.065000000000001,0.8
283,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6207.749290321867,750.9154671163085,45.041868465234295,0.75,11.639999999999999,0.8
284,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6216.240667926798,546.4780526623554,95.61247366015088,0.5,11.975000000000001,0.8
285,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6224.950656087641,552.7665180868931,112.33820660603999,0.5,13.665,0.8
286,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6231.4749131925,543.2985224622338,77.92329157302649,0.5,13.51,0.4
287,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6245.719620180237,543.789366195341,82.17004036795856,0.5,13.11,0.4
288,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6249.832277110415,546.7133548598625,98.03787598621336,0.5,10.385,0.4
289,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6258.408656302043,326.677558764768,102.5815293358822,0.25,14.274999999999999,0.4
290,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6241.917114686357,748.3085338132829,31.194135253131694,0.75,10.85,0.4
291,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6259.593991832122,315.07175126633524,54.530243081231525,0.25,13.080000000000002,0.4
292,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6237.9550176480425,752.1005184754954,44.88207390198188,0.75,10.295,0.4
293,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6252.915146863536,528.6724563284698,30.64045548047728,0.5,13.485,0.2
294,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6265.229750210039,987.09,986.38,1.0,12.91,0.2
295,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6284.671433861664,309.09408613303924,54.538076646437105,0.25,9.945,0.2
296,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6258.9026083193785,531.9473096665674,74.99320501641559,0.5,10.815,0.2
297,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6266.296230802161,548.5155202688546,98.3197944972413,0.5,11.614999999999998,0.2
298,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6275.033033942516,537.7324663201058,79.09852896325039,0.5,10.77,0.2
299,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6281.959012334948,307.5557813642522,27.34900535043987,0.25,12.02,0.2
300,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6260.917098722855,985.905,983.1,1.0,14.095,0.1
301,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6278.915774781591,537.0556812413597,74.03490984960476,0.5,12.115,0.1
302,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6296.230354722783,327.5028123333551,98.87345592362179,0.25,14.78,0.1
303,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6267.544635768193,329.60958246778523,105.73802549516628,0.25,11.66,0.1
304,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6247.571374635945,988.3943126022914,985.56,1.0,11.575,0.1
305,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6264.648201391922,321.0069519781525,83.98635139048027,0.25,13.41,0.1
306,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6245.210777054951,765.1884086167948,100.85363446717943,0.75,13.069999999999999,0.1
307,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6261.092406747601,315.3264808429428,45.7785477478627,0.25,13.21,0.1
308,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6240.191933380799,764.9608577345115,97.2034309380458,0.75,11.8,0.1
309,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6259.056453539342,759.8136469871075,74.81458794843005,0.75,11.635000000000002,0.1
310,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6281.3361831377215,765.8235437039276,98.95417481571052,0.75,11.67,0.1
311,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6307.727315554957,96.27612358815199,74.45795578886177,0.0,11.065,0.05
312,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6230.927017427814,537.0315951963571,72.70943083581149,0.5,12.634999999999998,0.05
313,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6237.107121197786,326.9161818316541,101.91422199418953,0.25,12.855000000000002,0.05
314,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6223.7687380611915,315.74663417461693,50.540389444731986,0.25,11.940000000000001,0.05
315,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6214.071404834031,331.88385851469536,99.60337177865405,0.25,12.95,0.05
316,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6207.123498753901,322.5243101201582,96.15941889997322,0.25,12.485,0.05
317,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6198.413361807034,765.4549078707702,103.43963148308069,0.75,14.254999999999999,0.05
318,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6206.147779354955,760.8231785598139,78.07271423925597,0.75,11.02,0.025
319,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6213.688439036162,323.7343693963643,80.81768756748136,0.25,12.254999999999999,0.025
320,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6204.411053673861,320.3378982298935,74.38113588775639,0.25,11.575,0.025
321,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6200.483677221035,323.6721447473466,95.80015762721459,0.25,12.975,0.025
322,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6192.397668144521,331.88266714940744,101.47640510142926,0.25,13.455,0.025
323,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6193.40918797775,764.4937803888578,96.63512155543101,0.75,12.115,0.025
324,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6196.503127436656,766.919130791621,102.1965231664837,0.75,12.745000000000001,0.025
325,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6197.231655175749,764.730951963161,104.36380785264379,0.75,13.94,0.0125
326,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6207.488514595622,536.7270790847547,79.51282186332101,0.5,11.345,0.0125
327,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6212.457215422475,549.5843766432788,106.35459248070464,0.5,10.84,0.0125
328,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6218.464349482914,550.9845697983105,113.44129484639352,0.5,13.645,0.0125
329,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6224.483126082554,313.33198950149813,45.23398019498648,0.25,9.795,0.0125
330,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6215.356445612266,530.1787292413509,32.28686192908043,0.5,11.015,0.0125
331,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6220.501342845169,531.6196337722399,54.00918895827698,0.5,10.51,0.0125
332,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6226.330502946165,540.2856440612637,80.26519368166684,0.5,12.389999999999999,0.00625
333,548.8832556605339,1550.0668407082558,575.5216892361641,6.399687147140503,807.1308164000511,285.9439923709821,493.38340706139917,30.231519726361853,27.95995037731558,0.0,1.455,0.8
334,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6177.008657185194,769.3048281392166,115.5793125568666,0.75,13.425,0.8
335,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6168.182470977396,321.3596978733542,78.45487380916454,0.25,11.575,0.8
336,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6173.025639887868,990.0649999999999,988.76,1.0,9.935,0.8
337,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6154.763046743156,765.3186586935459,105.17463477418372,0.75,14.030000000000001,0.8
338,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6147.443986008777,531.2567742034379,46.42505574309787,0.5,9.91,0.8
339,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6155.0936718641815,96.62009726698199,77.11458498699268,0.0,12.549999999999999,0.8
340,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6144.227819348713,78.3975960667141,47.63972817570875,0.0,10.9,0.8
341,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6136.9729879077895,764.6087591003591,108.41235598906498,0.75,15.37,0.8
342,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6128.998506800123,329.77241909934713,104.37622429589568,0.25,12.614999999999998,0.8
343,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6137.515866826032,765.4774888319373,103.74995532774918,0.75,14.505,0.4
344,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6127.310623011397,519.4927725761245,46.850017665289684,0.5,8.02,0.4
345,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6133.461201435788,552.0476040446347,114.8920954462046,0.5,13.754999999999999,0.4
346,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6145.57436505099,766.4334473507948,105.81378940317933,0.75,13.760000000000002,0.4
347,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6129.9272458313935,550.7666690624095,112.71109623709727,0.5,14.02,0.4
348,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6135.891680504496,543.7308962132238,94.0284188291283,0.5,11.02,0.4
349,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6143.363155863414,534.0408072595473,50.28944862467745,0.5,10.600000000000001,0.4
350,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6151.523599572129,984.415,978.78,1.0,15.584999999999999,0.2
351,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6125.091044112669,326.29077124257395,100.54514781436293,0.25,13.975,0.2
352,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6127.610664833084,544.944300239405,95.21556751970309,0.5,11.115000000000002,0.2
353,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6136.672924148319,545.3519777992433,93.22257199162738,0.5,10.219999999999999,0.2
354,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6137.024806590083,534.148549099524,49.16024606957585,0.5,11.584999999999999,0.2
355,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6142.689192595617,325.9078158549188,100.3309771822864,0.25,13.59,0.2
356,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6157.847760293256,769.0820688833522,112.86827553340859,0.75,12.215,0.2
357,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6146.7182253320625,541.4294131358284,79.14017791038864,0.5,12.575,0.1
358,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6157.177213824799,533.3678871087209,50.90092702247747,0.5,12.835,0.1
359,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6158.542010704514,758.4940325155513,79.61613006220533,0.75,14.195,0.1
360,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6149.780237197566,548.5750992445955,103.16535810317897,0.5,10.91,0.1
361,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6160.804509087719,766.9532977220862,110.71319088834495,0.75,13.495,0.1
362,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6159.826561110978,317.9804919532932,77.6071624718916,0.25,10.239999999999998,0.1
363,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6157.79868168795,769.655965230945,122.2238609237796,0.75,16.095,0.1
364,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6153.20718073928,537.7467245179341,76.62486410408107,0.5,13.4,0.05
365,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6164.54491483543,987.6399999999999,984.78,1.0,12.36,0.05
366,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6151.917109103309,548.5777646743018,108.70150047030776,0.5,11.434999999999999,0.05
367,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6149.936465018997,537.6181572586551,83.33033495211288,0.5,12.865,0.05
368,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6156.291648202517,989.17,986.52,1.0,10.829999999999998,0.05
369,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6130.603980606726,530.1261351713977,45.733437284638846,0.5,9.08,0.05
370,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6139.657391453947,770.0344053124707,112.37762124988258,0.75,10.995,0.05
371,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6136.733250837364,87.83072961933615,46.16687158964062,0.0,10.805,0.025
372,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6129.704114042606,330.6209201360592,108.10158361166773,0.25,13.83,0.025
373,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6132.511740657923,550.3881975948254,111.02881376809273,0.5,12.025,0.025
374,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6132.786641755745,295.90428905489955,30.194550435737078,0.25,11.605,0.025
375,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6146.9041497889475,327.15548468912084,95.49082880856751,0.25,12.495000000000001,0.025
376,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6148.341965108248,318.00748525777817,52.060131583324036,0.25,12.59,0.025
377,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6149.736192755942,553.2285934874975,117.7493317773712,0.5,16.77,0.025
378,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6155.65045327253,767.3189669064084,114.31586762563296,0.75,14.425,0.0125
379,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6155.764245703708,312.58266884318283,81.35197278762884,0.25,11.795000000000002,0.0125
380,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6159.309247257155,300.291537160502,52.25500758713235,0.25,11.379999999999999,0.0125
381,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6158.367066004287,549.0121113438553,104.96916492545442,0.5,13.940000000000001,0.0125
382,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6159.15709507308,327.34841514480013,103.33364441948052,0.25,13.045,0.0125
383,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6164.683432756026,987.7550000000001,984.78,1.0,12.245000000000001,0.0125
384,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6151.2107858519985,313.20644416992167,51.634464646751596,0.25,12.09,0.0125
385,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6149.258618960781,307.80510589902224,49.20151055537329,0.25,12.899999999999999,0.00625
386,1603.034475684166,1463.175741493702,871.2274198532104,8.528388696908952,771.607138633728,161150.25058412924,1237.6681639896437,35.162340229595124,23.442562323459622,0.0,1.6300000000000001,0.8
387,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6260.345820945806,322.7426209932273,93.94710676167576,0.25,12.795000000000002,0.8
388,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6244.2273971177265,768.4175817463056,113.77032698522235,0.75,13.38,0.8
389,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6260.690739267047,323.6870011223595,96.64721068403077,0.25,12.625000000000002,0.8
390,1.0,1.0,1000.0,0.1,1.0,316227.7660168379,6243.358699302172,766.5805049567861,103.5620198271441,0.75,13.014999999999999,0.8
