Eval_ID,Q_c,Q_l,R_u,mu,R_T,Z_l,z_l,Mean_Reward,Min_Reward,Success_Rate,Mean_Time,TR_Length
0,1703.8088961839676,738.5472730398178,497.0643405020237,5.71149051785469,947.607390999794,17.496220087581527,11.734817453212553,30.807891505838825,23.340440860490162,0.0,1.4300000000000002,0.8
1,242.79419390112162,1540.9680941700935,663.0938652157784,0.6056533090770244,362.47248312830925,32703.2368871932,130397.9141397771,4.131319543757122,3.0678411480353764,0.0,1.155,0.8
2,555.8972997367382,43.662765964865685,74.33303655683994,9.77757003903389,109.26007302105427,6916.504998665445,415.06484062145233,12.305180536634506,-16.749292848483517,0.0,1.805,0.8
3,1031.0449749231339,1236.3531076312065,767.7832752466202,4.052718397974968,709.4860609769821,781.0378696403028,15747.287340853927,2.8892221501443767,2.2115397863400523,0.0,0.845,0.8
4,1467.0894511938095,314.0654396414757,584.1719163060188,3.1327867418527604,605.2990324497223,50.106926692341474,1172.3368412287605,40.37708157156623,26.4464732646379,0.0,2.635,0.8
5,993.8586561381817,1401.3397954702377,265.4745952486992,8.236475521326065,207.47558254003525,152280.67193130212,5604.0078867170905,35.82037318897375,13.335400418954945,0.0,1.8249999999999997,0.8
6,304.5189583748579,899.6306767761707,971.3020297288895,1.541895900666714,453.51976719498634,2837.7510278827167,55.386330495863405,278.57410666839473,40.06321604749699,0.25,4.779999999999999,0.8
7,1767.4562748670578,1815.276047706604,180.77717937529087,7.264070469141006,866.4342823028564,142.75244600485803,27486.218074665216,5.313056167302975,2.087322927431335,0.0,0.7349999999999999,0.8
8,1998.037723839283,148.16269923746586,936.1683124303818,7.7424307525157925,264.2002718448639,1593.3842356737277,594.9710577497981,49.376455373491865,26.037280684916205,0.0,2.25,0.8
9,464.4283504784107,1075.482683956623,223.68490359187126,3.5645916014909744,926.8543367981911,16755.810482498462,3023.8744801150165,51.54165365005919,22.52923457255484,0.0,2.475,0.8
10,771.1793334186077,577.6775046885014,510.0246459841728,6.857037419080734,665.8410351872444,47347.57136564679,109.13913048755197,53.22583944558944,43.37107383443552,0.0,2.46,0.8
11,1299.3999719023705,1645.468325316906,331.78666123747826,2.0607126265764237,18.278093116357923,30.090883735055474,50936.430591894125,3.3946643525932867,2.146732874901152,0.0,0.565,0.8
12,1238.1432124972343,787.5634278655052,23.60735373944044,1.140794026106596,169.68975892663002,342.34491575872715,21.32539065397804,38.223071856790256,-2.1298629141651553,0.0,1.9300000000000002,0.8
13,707.9332508742809,1999.8131732940674,826.3439167737961,5.315928739309311,520.1571872830391,5848.096940867135,262024.2506532562,11.107769126092009,7.001241350272868,0.0,1.0899999999999999,0.8
14,27.85868846066296,498.6041737496853,407.32076531648636,4.50084739625454,758.4004655480385,259261.6499297936,228.41083239569375,27.935182006850386,22.387219698892988,0.0,1.375,0.8
15,1559.4882445931435,1289.2737976312637,745.0632101893425,9.29499654173851,423.0241619348526,73.28167294628574,7836.343257182357,11.738468712708407,3.2625405480716587,0.0,1.505,0.8
16,1.0,1032.0168648117897,1000.0,0.1,404.52893624731746,2264.456591519494,29.888792651722913,150.30670753138202,0.1367296849302791,63.1549582977852,38.49095873803366,29.211836517721842,0.0,9.465,0.8
17,336.62370548480783,918.415605207786,1000.0,1.1145889213003979,471.39247462787176,2076.790849370974,32.32346484753846,156.12093235214786,0.14651187046448758,70.8141540210975,32.170422148948745,22.55670639881277,0.0,3.775,0.8
18,274.26092166226016,904.1157234065868,963.4210226417982,1.5590778294513243,446.7132407395271,3062.0165090046235,59.942898325580146,184.18993412434756,0.2138645345232826,64.70984607760758,36.49843000400786,24.078299622314322,0.0,3.6350000000000007,0.8
19,80.85062137054166,582.4932568593953,1000.0,0.1,212.8692795635729,179049.9852848817,10.0,65.65960118146779,0.35652045725269244,71.70816088637564,277.6750949920806,30.027337286915834,0.25,12.86,0.8
20,1.0,1405.689354725245,1000.0,0.1,53.91976719498632,179049.9852848817,10.0,50.0,0.38570824968071754,100.0,40.18422249238225,29.89820060681162,0.0,9.675,0.8
21,1.0,354.4756892582792,1000.0,0.1,53.91976719498632,179049.9852848817,10.0,50.0,0.6020424369573594,100.0,47.56680653561379,32.95385155439571,0.0,12.195,0.8
22,1.0,462.6609874505814,1000.0,0.1,53.91976719498632,1268.9896027527614,10.0,50.0,0.3221734106085242,100.0,50.73168909763154,30.603532959074464,0.0,12.3,0.8
23,405.8078588046636,196.92975076351843,1000.0,0.7953396787306461,250.36701844793444,179049.9852848817,10.0,142.28290974643795,0.37512099646811015,67.01256002571623,35.590679613890934,27.219757723233364,0.0,4.76,0.8
24,1.0,759.6324399913385,1000.0,0.1,53.91976719498632,179049.9852848817,10.0,50.0,0.4279363208737308,39.7125771469547,53.78524523579321,29.324834562486693,0.0,11.924999999999999,0.8
25,1.0,100.03067677617068,1000.0,0.1,853.1197671949864,179049.9852848817,10.0,50.0,0.01,26.778092646598814,63.344064789879695,30.318331099681316,0.0,12.965,0.4
26,1.0,499.8306767761707,1000.0,0.1,382.50926375327157,22541.057645650955,10.0,90.77544569969177,0.01,54.00643703912159,48.863741996149486,29.230048716581436,0.0,11.094999999999999,0.4
27,1.0,663.66739383201,1000.0,0.1,653.3197671949863,22541.057645650955,10.0,90.77544569969177,0.34996213481164246,63.66459963028216,27.457698812386447,0.5968200000000007,0.0,6.905,0.4
28,1.0,499.8306767761707,1000.0,0.1,253.71976719498633,22541.057645650955,10.0,90.77544569969177,0.01,73.87806628608678,43.002839212386746,32.409223172052975,0.0,10.829999999999998,0.4
29,273.3230639126205,850.2715001640244,1000.0,0.1,253.71976719498633,22541.057645650955,10.0,90.77544569969177,0.3745907942270635,46.57809264659881,37.22864164976827,27.51306099993315,0.0,8.245000000000001,0.4
30,1.0,499.8306767761707,1000.0,0.1,253.71976719498633,22541.057645650955,10.0,152.2028437157199,0.01,86.17809264659881,42.71549770292645,33.456319962485885,0.0,11.725,0.4
31,249.73192173571212,558.3888658684218,1000.0,0.1,253.71976719498633,22541.057645650955,10.0,90.77544569969177,0.4040424369573593,60.42420235535774,34.993616704944394,27.55259949760289,0.0,8.225,0.4
32,1.0,842.3938386727211,1000.0,0.1,395.73323212446064,22541.057645650955,10.0,90.77544569969177,0.2067868599438097,81.02997705441543,32.88164584221499,25.22906237232073,0.0,8.09,0.4
