Eval_ID,Q_c,Q_l,R_u,mu,R_T,Z_l,z_l,Mean_Reward,Min_Reward,Success_Rate,Mean_Time,TR_Length
118,600.0,1.0,1000.0,3.311801785666588,87.52968955651674,6701.332563824267,10.0,20.0,0.07746118768524082,1.0,33.340057099412235,22.647261355212994,0.0,2.09,0.4
119,600.0,1.0,1000.0,1.3518017856665874,87.52968955651674,5823.165675553794,10.0,212.0,0.07746118768524082,1.0,42.60813994174259,28.850705281796678,0.0,4.1875,0.4
120,600.0,1.0,1000.0,3.311801785666588,327.1296895565168,5742.213834375659,10.0,212.0,0.2272508707823323,1.0,32.45532381101079,23.12841831992964,0.0,2.2625,0.2
121,600.0,1.0,1000.0,1.8418017856665874,147.42968955651673,6237.1479625727015,10.0,68.0,0.24185103668777688,1.0,37.62966166488576,24.362165981007937,0.0,3.315,0.2
122,600.0,1.0,1000.0,2.8218017856665876,147.42968955651673,6208.851291603033,10.0,68.0,0.37446118768524084,1.0,34.03512721295107,22.704524630643537,0.0,2.52,0.2
123,600.0,1.0,1000.0,1.8418017856665874,267.22968955651675,2554.4617254792406,10.0,164.00000000000003,0.17646118768524083,17.683427914817102,165.20260160889677,27.03776515716388,0.125,4.46,0.2
124,600.0,1.0,1000.0,1.8418017856665874,267.22968955651675,3059.6024244915043,10.0,164.00000000000003,0.17646118768524083,17.683427914817102,32.76388224948357,24.236843068916052,0.0,2.9675000000000002,0.2
125,600.0,1.0,1000.0,1.8418017856665874,267.22968955651675,2554.4617254792406,10.0,164.00000000000003,0.17646118768524083,17.683427914817102,164.81882328239877,25.695250750475157,0.125,4.4475,0.2
126,600.0,1.0,1000.0,1.8418017856665874,267.22968955651675,2554.4617254792406,10.0,164.00000000000003,0.17646118768524083,17.683427914817102,42.140600456381755,23.85394561012812,0.0,3.6225,0.2
127,600.0,1.0,1000.0,1.8418017856665874,267.22968955651675,2554.4617254792406,10.0,164.00000000000003,0.17646118768524083,17.683427914817102,35.666362906733625,23.635964360628154,0.0,3.2225,0.2
128,600.0,1.0,1000.0,1.8418017856665874,267.22968955651675,2554.4617254792406,10.0,164.00000000000003,0.17646118768524083,17.683427914817102,32.59484389296031,23.610514849022003,0.0,2.9524999999999997,0.2
129,600.0,1.0,1000.0,1.8418017856665874,267.22968955651675,2554.4617254792406,10.0,164.00000000000003,0.17646118768524083,17.683427914817102,32.54444253350518,23.56328818645673,0.0,2.965,0.2
130,600.0,1.0,1000.0,1.8418017856665874,267.22968955651675,2554.4617254792406,10.0,164.00000000000003,0.17646118768524083,17.683427914817102,33.311486118026316,23.553550164717638,0.0,3.0375,0.1
131,600.0,1.0,1000.0,2.0868017856665873,237.27968955651673,4288.440608874838,10.0,140.0,0.22596118768524084,12.733427914817103,37.356068365498714,22.55200207309072,0.0,3.0975,0.1
132,600.0,1.0,1000.0,2.0868017856665873,237.27968955651673,4288.440608874838,10.0,140.0,0.32496118768524085,12.733427914817103,31.99325739488619,23.508000493211007,0.0,2.7875,0.1
133,600.0,1.0,1000.0,2.0868017856665873,237.27968955651673,4288.440608874838,10.0,136.77288697370233,0.32496118768524085,12.733427914817103,30.297452336020402,23.359865953401666,0.0,2.6425,0.1
134,600.0,1.0,1000.0,2.0868017856665873,237.27968955651673,4288.440608874838,10.0,92.00000000000001,0.32496118768524085,12.733427914817103,34.562665577942454,24.193213849097525,0.0,2.87,0.1
135,600.0,56.02966192299129,1000.0,2.0868017856665873,237.27968955651673,4288.440608874838,10.0,92.00000000000001,0.32496118768524085,12.733427914817103,30.77077495426944,23.356496178223832,0.0,2.7175000000000002,0.1
136,600.0,56.02966192299129,1000.0,2.0868017856665873,237.27968955651673,4288.440608874838,10.0,92.00000000000001,0.32496118768524085,12.733427914817103,39.7097819504755,23.131921863942498,0.0,3.2874999999999996,0.1
137,600.0,56.02966192299129,1000.0,2.0868017856665873,237.27968955651673,4288.440608874838,10.0,92.00000000000001,0.32496118768524085,12.733427914817103,34.97255761146074,22.89139167005046,0.0,2.93,0.1
