t,contour_err,lag_err,speed,v_theta,v_theta_ref
0.0,5.597536487175834e-06,-0.0024009514606385418,nan,0.24746634943696555,nan
0.02,0.0017487157931342736,-0.007057838940678423,nan,0.24766634943696644,nan
0.04,0.007235503736508143,-0.011854216088914757,nan,0.2478663494369681,nan
0.06,0.015462351071428428,-0.016988336603462068,nan,0.24806634943697026,nan
0.08,0.015782451813682888,-0.02183748538480142,nan,0.2482663494369771,nan
0.1,0.015676518660508964,-0.026644949391727027,nan,0.24846634943698367,nan
0.12,0.01555257025935604,-0.03144942924523814,nan,0.24866634943698962,nan
0.14,0.015415747451335097,-0.03616153252301951,nan,0.24886634943699515,nan
0.16,0.015197776052414144,-0.04044571922511289,nan,0.24906634943700023,nan
0.18,0.014696257637055916,-0.04379051438131595,nan,0.24926634943700893,nan
0.2,0.014020396720572599,-0.04568614317468801,nan,0.24946634943703438,nan
0.22,0.013396472682997311,-0.04597443485517619,nan,0.24966634943714985,nan
0.24,0.013312047269626776,-0.044733882780332856,nan,0.2768740444927185,nan
0.26,0.014449250120738354,-0.042596072171448666,nan,0.35447087064859006,nan
0.28,0.01687260365788783,-0.04028999420287636,nan,0.4792684852252471,nan
0.3,0.020846445540844877,-0.038442573632846984,nan,0.6322227332489804,nan
0.32,0.025995553817852596,-0.0373688688741871,nan,0.8114457303576454,nan
0.34,0.03215874635195333,-0.03734335936333306,nan,0.9910282448369528,nan
0.36,0.039142683736017723,-0.038201848683789404,nan,1.1557618780423982,nan
0.38,0.0464166441654453,-0.03951431461193644,nan,1.3001369017669226,nan
0.4,0.05375120087676768,-0.040792928786969586,nan,1.4187535328212784,nan
0.42,0.061038599837257373,-0.0418264828843688,nan,1.515630614388826,nan
0.44,0.06769386225680024,-0.04228924184089932,nan,1.5948896685876877,nan
0.46,0.07386947040878611,-0.04229152810866214,nan,1.6800254092253681,nan
0.48,0.07946316906481486,-0.042042844555307074,nan,1.766861349651483,nan
0.5,0.08405883630723156,-0.04180469125271202,nan,1.8443620134029313,nan
0.52,0.08752051098321494,-0.0417198380852086,nan,1.9162084301901658,nan
0.54,0.09004410864314523,-0.04174074402427258,nan,1.9809651006152167,nan
0.56,0.09133714769270422,-0.04197770001672806,nan,2.020744385969045,nan
0.58,0.09139716606526474,-0.04230673281473181,nan,2.020944391126543,nan
0.6,0.09018593250990554,-0.042200319113370535,nan,2.021202553401382,nan
0.62,0.08806775685765901,-0.04180203643606274,nan,2.021455244917633,nan
0.64,0.08499331909099471,-0.04129779719406037,nan,2.02165566392766,nan
0.66,0.0811028770697418,-0.04056843234605854,nan,2.021855692473692,nan
0.68,0.07634514956070884,-0.03979264527060573,nan,2.0220556924736925,nan
0.7000000000000001,0.07093610277732428,-0.03916805750769026,nan,2.022255692473693,nan
0.72,0.06490818310755507,-0.038515261743439125,nan,2.0224556924736934,nan
0.74,0.05843675862762387,-0.03783490321585515,nan,2.022655692473694,nan
0.76,0.051704771142249466,-0.03710424933496784,nan,2.0228556924736942,nan
0.78,0.04488808940876291,-0.036335190110086873,nan,2.0230556924736947,nan
0.8,0.03815221359879428,-0.035410086558105396,nan,2.023255692473695,nan
0.8200000000000001,0.03141384059130347,-0.03435505333567937,nan,2.023455692473696,nan
0.84,0.02506480244032523,-0.03334609827309445,nan,2.0236556924736973,nan
0.86,0.018897087435349433,-0.03229245736260661,nan,2.023856046887582,nan
0.88,0.013082280064611068,-0.031344938088258674,nan,2.0242205170363583,nan
0.9,0.007912502400989226,-0.030290379597257583,nan,2.024420517036359,nan
0.92,0.0038008203338634806,-0.029290915665478676,nan,2.0246205170363596,nan
0.9400000000000001,0.004256314223149067,-0.028488575187398436,nan,2.02482051703636,nan
0.96,0.007945104630289615,-0.027611437050500252,nan,2.028527916796779,nan
0.98,0.011762204604067858,-0.027369023158353076,nan,2.0784101557528976,nan
1.0,0.015204203234678536,-0.027812979626636126,nan,2.0786101557528975,nan
1.02,0.018321693253766428,-0.028360489768551038,nan,2.078810155752898,nan
1.04,0.02120240161473197,-0.028772589494052314,nan,2.0790101557528984,nan
1.06,0.02384843898950184,-0.029058191447228238,nan,2.079210155752899,nan
1.08,0.026190943944740853,-0.029091202117752707,nan,2.0794101557528992,nan
1.1,0.0283270392363729,-0.028803453859212756,nan,2.0796101557528996,nan
1.12,0.030074571917959914,-0.02844662207361215,nan,2.0798101557529,nan
1.1400000000000001,0.03143632041958399,-0.02792751840101625,nan,2.0800101557529005,nan
1.16,0.03265970209100996,-0.027486961245559802,nan,2.080210155752901,nan
1.18,0.0336662914422221,-0.026916007986524992,nan,2.0804101557529013,nan
1.2,0.034378637181393036,-0.026151722655866863,nan,2.0806101557529018,nan
1.22,0.034712921914465115,-0.02520404974007059,nan,2.080810155752902,nan
1.24,0.034728757867657764,-0.02400915305513195,nan,2.0810101557543756,nan
1.26,0.034221839620353044,-0.022870143313478537,nan,2.0812101571359642,nan
1.28,0.0331088507937516,-0.021943111176347698,nan,2.0814101587229064,nan
1.3,0.031160239503720658,-0.021579974259086945,nan,2.081610208432013,nan
1.32,0.027842241133234,-0.022250240514189282,nan,2.081864988982516,nan
1.34,0.02319166244856636,-0.02461333368424981,nan,2.082064988982516,nan
1.36,0.018222578151662977,-0.028136081108769088,nan,2.0822649889825167,nan
1.3800000000000001,0.01363914175171683,-0.031772236920739896,nan,2.0824649892895257,nan
1.4000000000000001,0.010458675223002834,-0.03514607372137115,nan,2.0826649928094683,nan
1.42,0.00872442642705511,-0.03799260765528657,nan,2.0828649928094682,nan
1.44,0.008453411426402947,-0.04038797687468504,nan,2.0830649928094687,nan
1.46,0.009411434114918748,-0.04262837413310255,nan,2.083264992809469,nan
1.48,0.011051986355607874,-0.04515070801189896,nan,2.0834649928094695,nan
1.5,0.01256957518665473,-0.049156297577437266,nan,2.0836654483462818,nan
1.52,0.013394143637247337,-0.05600974602982125,nan,2.083865448346325,nan
1.54,0.013514097241885136,-0.0672558618465779,nan,2.0840682532514263,nan
1.56,0.01698329941250513,-0.08057895235731005,nan,2.0842682602194214,nan
1.58,0.031313809537593176,-0.08949902189527223,nan,2.084468260219435,nan
1.6,0.060167092547626935,-0.0819655910329797,nan,2.084668260219435,nan
1.62,0.08583972530040454,-0.05177689151950665,nan,2.0848682602194355,nan
1.6400000000000001,0.08990539301611168,-0.02286859166968653,nan,2.085068260219436,nan
1.6600000000000001,0.08082648527879956,-0.012976750172564097,nan,2.0852682602194577,nan
1.68,0.06869754097819372,-0.018964590671271958,nan,2.0854682602195016,nan
1.7,0.05646246966697562,-0.03436962856320093,nan,2.085668260219501,nan
1.72,0.04430752491559615,-0.05512574779704521,nan,2.0858682602195016,nan
1.74,0.031938142462435676,-0.07907695309413593,nan,2.086068260219502,nan
1.76,0.019430100661900422,-0.10446380615584167,nan,2.0862682602195024,nan
1.78,0.007307078893039276,-0.13033207278334288,nan,2.086468260219503,nan
1.8,0.011587172861271079,-0.1562226824793598,nan,2.0866682602195032,nan
1.82,0.02728163878971516,-0.18162465287006335,nan,2.08686826027339,nan
1.84,0.04007742045938183,-0.20733498647616072,nan,2.08706826027339,nan
1.86,0.049291040613265356,-0.23379091433427024,nan,2.0872682602737487,nan
1.8800000000000001,0.055816685494310944,-0.2603262893114393,nan,2.0874682602737487,nan
1.9000000000000001,0.06084748266524241,-0.2858921444276025,nan,2.087668260273749,nan
1.92,0.06703826765702697,-0.3090896037555322,nan,2.0878682602737495,nan
