t,x,y,z,vx,vy,vz,ref_x,ref_y,ref_z,theta,s
0.0,-1.5830457210540771,0.676847517490387,0.01322791539132595,0.012348385527729988,-0.017111074179410934,-0.19592013955116272,nan,nan,nan,nan,nan
0.02,-1.5827842950820923,0.6767051219940186,0.00770579744130373,0.009406520053744316,0.0015528884250670671,-0.3582751452922821,nan,nan,nan,nan,nan
0.04,-1.5826482772827148,0.6766213774681091,-0.0005922068376094103,3.9471207855967805e-05,-0.002501351060345769,-0.47678592801094055,nan,nan,nan,nan,nan
0.06,-1.5826339721679688,0.6766132712364197,-0.0010000000474974513,-0.0005489111063070595,-0.00242315954528749,-0.010111465118825436,nan,nan,nan,nan,nan
0.08,-1.5826146602630615,0.6765971779823303,-0.0010000000474974513,0.005000189412385225,0.002361185848712921,-0.0013484483351930976,nan,nan,nan,nan,nan
0.1,-1.582597017288208,0.6765888929367065,-0.0010000000474974513,0.0,0.0,0.0,nan,nan,nan,nan,nan
0.12,-1.5824977159500122,0.6765508055686951,-0.0009945406345650554,0.0254890788346529,-0.006561484653502703,-0.0010976650519296527,nan,nan,nan,nan,nan
0.14,-1.5820072889328003,0.6763506531715393,-0.0008745433879084885,0.04412749037146568,-0.023242900148034096,0.011913309805095196,nan,nan,nan,nan,nan
0.16,-1.5805913209915161,0.6758998036384583,-0.00033491599606350064,0.10926875472068787,-0.028228670358657837,0.041840560734272,nan,nan,nan,nan,nan
0.18,-1.5777709484100342,0.6750189065933228,0.0006859389832243323,0.19346091151237488,-0.05713682621717453,0.0688517615199089,nan,nan,nan,nan,nan
0.2,-1.573284387588501,0.6738479733467102,0.0022961620707064867,0.27018311619758606,-0.06981560587882996,0.09736783802509308,nan,nan,nan,nan,nan
0.22,-1.5670794248580933,0.6721730828285217,0.004383334890007973,0.3569994270801544,-0.09592136740684509,0.11385999619960785,nan,nan,nan,nan,nan
0.24,-1.5589510202407837,0.670160710811615,0.006869682110846043,0.4611395001411438,-0.11394447833299637,0.15019354224205017,nan,nan,nan,nan,nan
0.26,-1.5489064455032349,0.667658805847168,0.010106690227985382,0.5604084730148315,-0.14218094944953918,0.17863409221172333,nan,nan,nan,nan,nan
0.28,-1.5368807315826416,0.6648064851760864,0.013942915014922619,0.648495614528656,-0.1501254290342331,0.21268244087696075,nan,nan,nan,nan,nan
0.3,-1.522921085357666,0.661500096321106,0.01851903647184372,0.748547375202179,-0.17847242951393127,0.25330060720443726,nan,nan,nan,nan,nan
0.32,-1.50714910030365,0.6579658389091492,0.023918533697724342,0.8408608436584473,-0.1742919534444809,0.28889405727386475,nan,nan,nan,nan,nan
0.34,-1.4896326065063477,0.6543606519699097,0.03011142648756504,0.921097993850708,-0.18238678574562073,0.33655717968940735,nan,nan,nan,nan,nan
0.36,-1.470470905303955,0.650488018989563,0.03705839067697525,1.0058608055114746,-0.2059459537267685,0.3726681172847748,nan,nan,nan,nan,nan
0.38,-1.4496499300003052,0.6463629603385925,0.044988442212343216,1.084978699684143,-0.2038411796092987,0.4178089499473572,nan,nan,nan,nan,nan
0.4,-1.4272325038909912,0.6422318816184998,0.05381477624177933,1.1650633811950684,-0.21635520458221436,0.46432843804359436,nan,nan,nan,nan,nan
0.42,-1.4031505584716797,0.6378318071365356,0.06327822804450989,1.2472995519638062,-0.21684427559375763,0.4893144965171814,nan,nan,nan,nan,nan
0.44,-1.3773244619369507,0.6335808634757996,0.07341811805963516,1.3421913385391235,-0.2042529582977295,0.5260748267173767,nan,nan,nan,nan,nan
0.46,-1.3496779203414917,0.6296111941337585,0.08418484777212143,1.4296832084655762,-0.1969374120235443,0.5572274923324585,nan,nan,nan,nan,nan
0.48,-1.3203943967819214,0.625704824924469,0.09557289630174637,1.5028795003890991,-0.19996801018714905,0.586893618106842,nan,nan,nan,nan,nan
0.5,-1.289549708366394,0.621833860874176,0.10767118632793427,1.5887644290924072,-0.18355050683021545,0.6243186593055725,nan,nan,nan,nan,nan
0.52,-1.2569910287857056,0.6182577013969421,0.12061013281345367,1.6733568906784058,-0.1803567260503769,0.6672961711883545,nan,nan,nan,nan,nan
0.54,-1.2228890657424927,0.6148203611373901,0.13415537774562836,1.7356623411178589,-0.16256512701511383,0.6828579306602478,nan,nan,nan,nan,nan
0.56,-1.1875300407409668,0.6115919351577759,0.1481100171804428,1.8062243461608887,-0.1633201241493225,0.7125948667526245,nan,nan,nan,nan,nan
0.58,-1.1507651805877686,0.6084526181221008,0.16265957057476044,1.8702008724212646,-0.1546206921339035,0.7510066628456116,nan,nan,nan,nan,nan
0.6,-1.112825870513916,0.6056371331214905,0.17800207436084747,1.9250236749649048,-0.1337563544511795,0.7792887687683105,nan,nan,nan,nan,nan
0.62,-1.073830008506775,0.60308837890625,0.1938466578722,1.9786502122879028,-0.12036501616239548,0.8044155240058899,nan,nan,nan,nan,nan
0.64,-1.0336905717849731,0.6008977293968201,0.21014593541622162,2.0367987155914307,-0.1076597198843956,0.834778368473053,nan,nan,nan,nan,nan
0.66,-0.9926563501358032,0.5988722443580627,0.22687311470508575,2.070129871368408,-0.09942794591188431,0.8449288606643677,nan,nan,nan,nan,nan
0.68,-0.9509442448616028,0.5971587300300598,0.24379391968250275,2.102303981781006,-0.07167058438062668,0.8476305603981018,nan,nan,nan,nan,nan
0.7,-0.9085178971290588,0.5956434011459351,0.2610499858856201,2.1334803104400635,-0.07576730102300644,0.8727652430534363,nan,nan,nan,nan,nan
0.72,-0.8655271530151367,0.5943459272384644,0.2787024974822998,2.1645073890686035,-0.05547957494854927,0.8921924233436584,nan,nan,nan,nan,nan
0.74,-0.8220586776733398,0.5933448672294617,0.29669421911239624,2.1849234104156494,-0.0417354591190815,0.9044762849807739,nan,nan,nan,nan,nan
0.76,-0.7782867550849915,0.5926470756530762,0.3150785267353058,2.1946842670440674,-0.019087377935647964,0.938979983329773,nan,nan,nan,nan,nan
0.78,-0.7342480421066284,0.5922781229019165,0.33391237258911133,2.213637113571167,-0.019644930958747864,0.9506933093070984,nan,nan,nan,nan,nan
0.8,-0.6899636387825012,0.5920945405960083,0.3529380261898041,2.2162251472473145,0.00571737764403224,0.9520557522773743,nan,nan,nan,nan,nan
0.82,-0.6456592679023743,0.5924615263938904,0.3718227744102478,2.217193365097046,0.02386758290231228,0.9373016357421875,nan,nan,nan,nan,nan
0.84,-0.6013156175613403,0.5930306911468506,0.39057672023773193,2.214235305786133,0.03330937400460243,0.9341257810592651,nan,nan,nan,nan,nan
0.86,-0.5572159290313721,0.5937549471855164,0.40919792652130127,2.205075263977051,0.044105127453804016,0.9379591941833496,nan,nan,nan,nan,nan
0.88,-0.5133170485496521,0.5946849584579468,0.4278346002101898,2.1841113567352295,0.04385163262486458,0.9295831918716431,nan,nan,nan,nan,nan
0.9,-0.4697732925415039,0.5954357981681824,0.44629818201065063,2.1704165935516357,0.0290300901979208,0.9100190997123718,nan,nan,nan,nan,nan
0.92,-0.42665189504623413,0.5959079265594482,0.46417903900146484,2.145315647125244,0.028722720220685005,0.8798758387565613,nan,nan,nan,nan,nan
0.94,-0.38383805751800537,0.5964128375053406,0.48167479038238525,2.12671160697937,0.018002446740865707,0.8700090646743774,nan,nan,nan,nan,nan
0.96,-0.34158772230148315,0.5966494083404541,0.498810738325119,2.0955255031585693,0.006702079903334379,0.8450952172279358,nan,nan,nan,nan,nan
0.98,-0.3000290095806122,0.5965920090675354,0.5154101252555847,2.0555737018585205,-0.013409614562988281,0.8151254653930664,nan,nan,nan,nan,nan
1.0,-0.25921180844306946,0.5959916710853577,0.5315191149711609,2.022082805633545,-0.04634527117013931,0.7993034720420837,nan,nan,nan,nan,nan
1.02,-0.21900665760040283,0.5945945382118225,0.5472807884216309,1.9925847053527832,-0.10162915289402008,0.7783443331718445,nan,nan,nan,nan,nan
1.04,-0.17951510846614838,0.5922342538833618,0.5627389550209045,1.9591246843338013,-0.14846009016036987,0.7590779066085815,nan,nan,nan,nan,nan
1.06,-0.1406318098306656,0.5888954997062683,0.5778121948242188,1.9343552589416504,-0.2012830525636673,0.7422036528587341,nan,nan,nan,nan,nan
1.08,-0.10222131013870239,0.5844563841819763,0.5921845436096191,1.8964221477508545,-0.25060299038887024,0.693897008895874,nan,nan,nan,nan,nan
1.1,-0.06447254866361618,0.5790662169456482,0.6055741906166077,1.8738025426864624,-0.2891770899295807,0.6414992213249207,nan,nan,nan,nan,nan
1.12,-0.027304640039801598,0.5726062655448914,0.61795973777771,1.8341442346572876,-0.3614872992038727,0.5829369425773621,nan,nan,nan,nan,nan
1.14,0.008992679417133331,0.5647513270378113,0.629237174987793,1.7898712158203125,-0.4361567497253418,0.5348976850509644,nan,nan,nan,nan,nan
1.16,0.04451573267579079,0.5553385019302368,0.6396836638450623,1.7508944272994995,-0.5172355771064758,0.49814149737358093,nan,nan,nan,nan,nan
1.18,0.07930661737918854,0.5442456603050232,0.6493831872940063,1.7204517126083374,-0.6019449830055237,0.4642035961151123,nan,nan,nan,nan,nan
1.2,0.11343348771333694,0.5314153432846069,0.6582434177398682,1.6854809522628784,-0.6980469822883606,0.4129903316497803,nan,nan,nan,nan,nan
1.22,0.1469884216785431,0.5165942907333374,0.6661650538444519,1.6608169078826904,-0.7925301790237427,0.37360697984695435,nan,nan,nan,nan,nan
1.24,0.179853156208992,0.49990910291671753,0.6730726361274719,1.6228413581848145,-0.8884342908859253,0.31087544560432434,nan,nan,nan,nan,nan
1.26,0.21203342080116272,0.4813074469566345,0.6789401769638062,1.5869064331054688,-0.9818462133407593,0.2623387575149536,nan,nan,nan,nan,nan
1.28,0.24350516498088837,0.46096447110176086,0.6837972402572632,1.5557316541671753,-1.0638644695281982,0.21856191754341125,nan,nan,nan,nan,nan
1.3,0.27447766065597534,0.43913066387176514,0.6879132986068726,1.5382243394851685,-1.1257209777832031,0.18930117785930634,nan,nan,nan,nan,nan
1.32,0.3049975335597992,0.41616037487983704,0.6912369728088379,1.5126817226409912,-1.1737157106399536,0.13955660164356232,nan,nan,nan,nan,nan
1.34,0.3349491357803345,0.3921264410018921,0.6936964392662048,1.4869391918182373,-1.2376176118850708,0.10340715199708939,nan,nan,nan,nan,nan
1.36,0.3644985258579254,0.3668486475944519,0.6956267356872559,1.461421012878418,-1.2911514043807983,0.08508004248142242,nan,nan,nan,nan,nan
1.38,0.3934381306171417,0.3407140076160431,0.696918249130249,1.43315851688385,-1.322385549545288,0.0546044260263443,nan,nan,nan,nan,nan
