t,contour_err,lag_err,speed,v_theta,v_theta_ref
0.0,0.1282859683042477,-0.0003813375756821763,nan,0.03813104176522941,nan
0.02,0.13003245194670288,-0.0012947739405599267,nan,0.038331041765241304,nan
0.04,0.1353708541312163,-0.002182951215437451,nan,0.04412609517048201,nan
0.06,0.14368664266448733,-0.003102640305820295,nan,0.06887922858134546,nan
0.08,0.1510000008282675,-0.0042922364352066,nan,0.08073101679384574,nan
0.1,0.1510000009481749,-0.005898831984137843,nan,0.08093101679398107,nan
0.12,0.15100000024476706,-0.007510875525121201,nan,0.08113101679409099,nan
0.14,0.1509805405722541,-0.008939086490594448,nan,0.08133101679422107,nan
0.16,0.15095683379171726,-0.009822514099038612,nan,0.09383199660289308,nan
0.18,0.15079916010639338,-0.010131805676412671,nan,0.10818570504771761,nan
0.2,0.15046243600601034,-0.010206456876944207,nan,0.141264431225978,nan
0.22,0.14957761732401284,-0.010153764795323986,nan,0.18358390922392384,nan
0.24,0.14817241492715305,-0.010023945824838211,nan,0.24365742254858402,nan
0.26,0.14620498230429926,-0.009871576827813087,nan,0.30909849737165396,nan
0.28,0.14378962326956932,-0.009707228245332374,nan,0.38856270831545486,nan
0.3,0.14070521968331032,-0.009725687899928174,nan,0.4630319509490458,nan
0.32,0.13693614451889008,-0.010150176826631671,nan,0.5255050171599297,nan
0.34,0.1322388098840988,-0.010775141878270689,nan,0.5843130380552708,nan
0.36,0.12684430096750404,-0.011470889773952919,nan,0.6389462842056691,nan
0.38,0.12091134325427783,-0.012000696018860472,nan,0.6936595447359011,nan
0.4,0.11432202873926199,-0.012541667034705162,nan,0.7529624485234822,nan
0.42,0.10719371593220735,-0.013094000984314805,nan,0.8111279929274067,nan
0.44,0.09952525863091019,-0.013573183326806793,nan,0.8790506874861841,nan
0.46,0.09118914482195846,-0.014029799401807307,nan,0.9470745244355216,nan
0.48,0.08224549591369335,-0.014660936070668616,nan,1.017886637634192,nan
0.5,0.07285379332773376,-0.015503035173800623,nan,1.0807779815352045,nan
0.52,0.06298857631641451,-0.01653489793242706,nan,1.1393796976168151,nan
0.54,0.05276944855910421,-0.01765050267734989,nan,1.1961711763390894,nan
0.56,0.04193908142861231,-0.019180910265262623,nan,1.2593494117022366,nan
0.58,0.031045785436906895,-0.02016717516532149,nan,1.3267376767481882,nan
0.6,0.018127958730528762,-0.024134006366028346,nan,1.4099245278817374,nan
0.62,0.007417830715222042,-0.026957524798728507,nan,1.5025765655521068,nan
0.64,0.0050562218436199765,-0.027607664361687448,nan,1.595302558676002,nan
0.66,0.005183233282733698,-0.0286147445585277,nan,1.6875818439591526,nan
0.68,0.005537092980849022,-0.030324320018289695,nan,1.7726428059264763,nan
0.7000000000000001,0.006439686948604246,-0.03251600937706453,nan,1.8422202266130803,nan
0.72,0.007843569371426398,-0.0350656634454998,nan,1.890585316794888,nan
0.74,0.009631467348851334,-0.03752535237421702,nan,1.9275108166107757,nan
0.76,0.011418349291970826,-0.03980448860722227,nan,1.9590971329223406,nan
0.78,0.013277336184866201,-0.04170405423937943,nan,1.980352164371669,nan
0.8,0.014941624704131976,-0.04310986694925315,nan,1.9807090999108483,nan
0.8200000000000001,0.01673321562024355,-0.043874343576375395,nan,2.0057919214329756,nan
0.84,0.0186733822055814,-0.044692864667425995,nan,2.0679220055391627,nan
0.86,0.02037838494046166,-0.045575578293196514,nan,2.070790062372295,nan
0.88,0.022036689668130837,-0.0458546764606924,nan,2.071239052346538,nan
0.9,0.02369338198008851,-0.045521565624526895,nan,2.0714397537070526,nan
0.92,0.025287542106333345,-0.044741744927213646,nan,2.0716398160453378,nan
0.9400000000000001,0.027087785866695194,-0.04353241544317422,nan,2.071891003701821,nan
0.96,0.028757213896337272,-0.042287684542085556,nan,2.0720910086948345,nan
0.98,0.030257436026864433,-0.040740558164684006,nan,2.072291008694836,nan
1.0,0.03200786239518939,-0.03889130779337544,nan,2.0724910086948385,nan
1.02,0.033747650976400555,-0.037039493124843906,nan,2.0726910086948425,nan
1.04,0.035385394797992874,-0.03505219309753457,nan,2.0728910086948455,nan
1.06,0.03731303961835492,-0.0330933809000535,nan,2.073091008694878,nan
1.08,0.0391961546176088,-0.03144187909104544,nan,2.1002586791465223,nan
1.1,0.04142548864071442,-0.030161131573888736,nan,2.1285331603008406,nan
1.12,0.04353678239873685,-0.029643124611985257,nan,2.1552205512929525,nan
1.1400000000000001,0.04519301249994492,-0.02989949040948813,nan,2.1884973241892127,nan
1.16,0.04703018326545592,-0.030380063305075505,nan,2.2164054037895804,nan
1.18,0.049013631092174534,-0.03126513052384776,nan,2.2166054037895844,nan
1.2,0.051046891389560645,-0.03248695318170296,nan,2.2168054037895857,nan
1.22,0.05331093999063751,-0.03311439683240186,nan,2.2170054037895857,nan
1.24,0.05594661471174151,-0.03365415919424195,nan,2.217205403789586,nan
1.26,0.05857142313389407,-0.03457786618026092,nan,2.2174054037895865,nan
1.28,0.06203725378344209,-0.05200871636148185,nan,2.131815895422198,nan
1.3,0.065122976644253,-0.05043420204769023,nan,2.1320158954221986,nan
1.32,0.06782203274115395,-0.04906735337180189,nan,2.132215895422199,nan
1.34,0.07047818100670836,-0.04742968271363229,nan,2.1324158954221994,nan
1.36,0.0728502497114707,-0.04582224569819715,nan,2.1326158954222,nan
1.3800000000000001,0.07500297321637876,-0.04264193421627099,nan,2.1328158954222003,nan
1.4000000000000001,0.07635524027053027,-0.03644121275359141,nan,2.1330158954222007,nan
1.42,0.07511908336074599,-0.02384042987102975,nan,2.133215895422201,nan
1.44,0.06313287495557611,-0.0028037590396773537,nan,2.1334158954222016,nan
1.46,0.0329274039477002,0.0014025340849428665,nan,2.133615895422202,nan
1.48,0.001996459983274675,-0.018701724425979893,nan,2.1338158954222024,nan
1.5,0.040307559151815206,-0.03218331885041482,nan,2.134015895422203,nan
1.52,0.07244229099293854,-0.025776725018230418,nan,2.1342158954222032,nan
1.54,0.0904404106754977,-0.015469347814403175,nan,2.1344158954222037,nan
1.56,0.09927706103900737,-0.009886331353516856,nan,2.134615895422204,nan
1.58,0.10429626296804217,-0.015151757759144641,nan,2.1348158954222045,nan
1.6,0.10947893050914591,-0.021632466718291738,nan,2.135015895422205,nan
1.62,0.11512870327249426,-0.02848367243413145,nan,2.1352158954222054,nan
1.6400000000000001,0.12068633564771064,-0.03677214717699248,nan,2.135415895422206,nan
1.6600000000000001,0.12641297822753778,-0.047912707898724496,nan,2.135615895422206,nan
1.68,0.13323148765311824,-0.059577602634918236,nan,2.1358158954222066,nan
1.7,0.1417242796787381,-0.07109253361621229,nan,2.136015895422207,nan
1.72,0.1538221467953178,-0.07705679242637241,nan,2.1362158954222075,nan
1.74,0.16680136591653527,-0.08103244623301407,nan,2.136415895422208,nan
1.76,0.18008783190168923,-0.08360026776264053,nan,2.1366158954222083,nan
1.78,0.1937058045054278,-0.08351552508219591,nan,2.1368158954222087,nan
