t,x,y,z,vx,vy,vz,ref_x,ref_y,ref_z,theta,s
0.0,-1.4230109453201294,0.6612962484359741,0.014073320664465427,0.0004220709961373359,-0.0033307112753391266,-0.18069811165332794,nan,nan,nan,nan,nan
0.02,-1.423121690750122,0.6611557602882385,0.008946919813752174,-0.011438682675361633,-0.009147347882390022,-0.3420555293560028,nan,nan,nan,nan,nan
0.04,-1.4234055280685425,0.6610753536224365,0.000821027671918273,-0.011686357669532299,-0.0071664429269731045,-0.47925180196762085,nan,nan,nan,nan,nan
0.06,-1.423445224761963,0.6610386371612549,-0.0010000000474974513,0.0,0.0,0.0,nan,nan,nan,nan,nan
0.08,-1.4234484434127808,0.6610093116760254,-0.0010000000474974513,0.0,0.0,0.0,nan,nan,nan,nan,nan
0.1,-1.423433780670166,0.6610037088394165,-0.0009968688245862722,0.006795110646635294,-0.005190746858716011,-0.001178309670649469,nan,nan,nan,nan,nan
0.12,-1.4232509136199951,0.6609548330307007,-0.0009679087670519948,0.02535180374979973,-0.005129080731421709,3.131725679850206e-05,nan,nan,nan,nan,nan
0.14,-1.4229222536087036,0.660832405090332,-0.0009432142251171172,0.01740400493144989,-0.0078425332903862,0.001537191797979176,nan,nan,nan,nan,nan
0.16,-1.4221655130386353,0.6606281399726868,-0.0008908842573873699,0.06272641569375992,-0.014248404651880264,0.003910481464117765,nan,nan,nan,nan,nan
0.18,-1.420415997505188,0.6602370142936707,-0.0006730208406224847,0.1163850724697113,-0.027805857360363007,0.020869946107268333,nan,nan,nan,nan,nan
0.2,-1.4176788330078125,0.6596219539642334,-0.00012068151409039274,0.15996521711349487,-0.038187842816114426,0.03379274904727936,nan,nan,nan,nan,nan
0.22,-1.414137840270996,0.6589390635490417,0.0008393939933739603,0.20475415885448456,-0.02736109495162964,0.07095367461442947,nan,nan,nan,nan,nan
0.24,-1.4097057580947876,0.6583600640296936,0.002581545151770115,0.2492506057024002,-0.03871455416083336,0.1078546941280365,nan,nan,nan,nan,nan
0.26,-1.4042414426803589,0.6575318574905396,0.004922779742628336,0.3032743036746979,-0.0487709604203701,0.12297656387090683,nan,nan,nan,nan,nan
0.28,-1.3975497484207153,0.6565954685211182,0.007802036125212908,0.3698488771915436,-0.04732372984290123,0.1647854447364807,nan,nan,nan,nan,nan
0.3,-1.389459490776062,0.65571528673172,0.011438066139817238,0.4353121519088745,-0.042291972786188126,0.20078958570957184,nan,nan,nan,nan,nan
0.32,-1.3802543878555298,0.6547060608863831,0.01577102392911911,0.4878946542739868,-0.05846070498228073,0.23377619683742523,nan,nan,nan,nan,nan
0.34,-1.3699755668640137,0.6535254716873169,0.020533926784992218,0.5507807731628418,-0.061424825340509415,0.2422504872083664,nan,nan,nan,nan,nan
0.36,-1.3584128618240356,0.6521390676498413,0.025636916980147362,0.6099284887313843,-0.0700497254729271,0.2764146327972412,nan,nan,nan,nan,nan
0.38,-1.3457660675048828,0.6506944298744202,0.03142504394054413,0.6692522764205933,-0.07442890107631683,0.2979424297809601,nan,nan,nan,nan,nan
0.4,-1.3317357301712036,0.649177610874176,0.03766363859176636,0.7351272702217102,-0.08160935342311859,0.3262372314929962,nan,nan,nan,nan,nan
0.42,-1.3165513277053833,0.6474677324295044,0.044464148581027985,0.7958518862724304,-0.09287163615226746,0.35412126779556274,nan,nan,nan,nan,nan
0.44,-1.3000984191894531,0.645637035369873,0.051576074212789536,0.8595441579818726,-0.0919046625494957,0.35948237776756287,nan,nan,nan,nan,nan
0.46,-1.2823574542999268,0.6438630223274231,0.058841705322265625,0.9149494767189026,-0.08281995356082916,0.37141287326812744,nan,nan,nan,nan,nan
0.48,-1.263526439666748,0.6420624852180481,0.06657015532255173,0.9723209142684937,-0.09915964305400848,0.39555490016937256,nan,nan,nan,nan,nan
0.5,-1.2436199188232422,0.6401582360267639,0.07472899556159973,1.0245540142059326,-0.08806660771369934,0.4277400076389313,nan,nan,nan,nan,nan
0.52,-1.2226015329360962,0.6383451223373413,0.0835263580083847,1.0803143978118896,-0.08554160594940186,0.45108655095100403,nan,nan,nan,nan,nan
0.54,-1.2004474401474,0.636579155921936,0.09270118176937103,1.1276806592941284,-0.09588553756475449,0.46598580479621887,nan,nan,nan,nan,nan
0.56,-1.1774882078170776,0.6345679759979248,0.10229065269231796,1.1766531467437744,-0.10614720731973648,0.4969940185546875,nan,nan,nan,nan,nan
0.58,-1.153610110282898,0.6324757933616638,0.11228720843791962,1.2117650508880615,-0.11257249116897583,0.5052921772003174,nan,nan,nan,nan,nan
0.6,-1.128817081451416,0.6301306486129761,0.12261335551738739,1.2644270658493042,-0.11998264491558075,0.5196113586425781,nan,nan,nan,nan,nan
0.62,-1.1030322313308716,0.627775251865387,0.13319504261016846,1.3193353414535522,-0.1158752590417862,0.5375927686691284,nan,nan,nan,nan,nan
0.64,-1.0762351751327515,0.6253093481063843,0.144081249833107,1.3767861127853394,-0.12813536822795868,0.5540330410003662,nan,nan,nan,nan,nan
0.66,-1.0483546257019043,0.6227258443832397,0.15533283352851868,1.4130315780639648,-0.13072317838668823,0.578303337097168,nan,nan,nan,nan,nan
0.68,-1.019655704498291,0.6199728846549988,0.16720426082611084,1.4542102813720703,-0.14043265581130981,0.6126742959022522,nan,nan,nan,nan,nan
0.7,-0.9900877475738525,0.6171619892120361,0.17958976328372955,1.5060617923736572,-0.14517420530319214,0.624397873878479,nan,nan,nan,nan,nan
0.72,-0.9595990180969238,0.6143291592597961,0.19226759672164917,1.5529530048370361,-0.14371468126773834,0.6494346261024475,nan,nan,nan,nan,nan
0.74,-0.9281607866287231,0.6113899946212769,0.2052975594997406,1.5955673456192017,-0.15317340195178986,0.6609860062599182,nan,nan,nan,nan,nan
0.76,-0.8957847952842712,0.6081215739250183,0.2188078910112381,1.6488415002822876,-0.1765509992837906,0.6871713399887085,nan,nan,nan,nan,nan
0.78,-0.8625805974006653,0.6044007539749146,0.2325076162815094,1.6833574771881104,-0.19178247451782227,0.6869325041770935,nan,nan,nan,nan,nan
0.8,-0.8284807205200195,0.6006242632865906,0.24662190675735474,1.7360032796859741,-0.1879976987838745,0.7255111932754517,nan,nan,nan,nan,nan
0.82,-0.793362557888031,0.5969783067703247,0.2612634301185608,1.7818479537963867,-0.18792535364627838,0.7456369996070862,nan,nan,nan,nan,nan
0.84,-0.757454514503479,0.5930012464523315,0.2762541174888611,1.8106980323791504,-0.21139129996299744,0.746667742729187,nan,nan,nan,nan,nan
0.86,-0.7209511995315552,0.5887326598167419,0.2912837564945221,1.837136149406433,-0.22515176236629486,0.758639395236969,nan,nan,nan,nan,nan
0.88,-0.6839216947555542,0.5841082334518433,0.30661264061927795,1.8621025085449219,-0.2374986857175827,0.7612247467041016,nan,nan,nan,nan,nan
0.9,-0.6465092301368713,0.5792332887649536,0.3219870328903198,1.8787214756011963,-0.26288336515426636,0.776736855506897,nan,nan,nan,nan,nan
0.92,-0.6088700294494629,0.5738275051116943,0.337593674659729,1.8823634386062622,-0.28144559264183044,0.7808308005332947,nan,nan,nan,nan,nan
0.94,-0.5710376501083374,0.5680183172225952,0.3531371057033539,1.9022188186645508,-0.2977937161922455,0.7723789215087891,nan,nan,nan,nan,nan
0.96,-0.5327894687652588,0.5617486238479614,0.3686315417289734,1.9159531593322754,-0.33184370398521423,0.7712000608444214,nan,nan,nan,nan,nan
0.98,-0.4943575859069824,0.5549818873405457,0.38382384181022644,1.9235961437225342,-0.34486621618270874,0.7461276650428772,nan,nan,nan,nan,nan
1.0,-0.45575499534606934,0.5478183627128601,0.3986513912677765,1.9360992908477783,-0.371187686920166,0.7329123020172119,nan,nan,nan,nan,nan
1.02,-0.4171028435230255,0.5402783751487732,0.413252055644989,1.925721526145935,-0.3905550539493561,0.7306128740310669,nan,nan,nan,nan,nan
1.04,-0.3786151707172394,0.5322158932685852,0.427856981754303,1.9272382259368896,-0.41334372758865356,0.7340628504753113,nan,nan,nan,nan,nan
1.06,-0.3401694595813751,0.523973822593689,0.44236037135124207,1.9161643981933594,-0.42219439148902893,0.7113366723060608,nan,nan,nan,nan,nan
1.08,-0.30196860432624817,0.5153812170028687,0.45641401410102844,1.91221284866333,-0.4436812400817871,0.6950194835662842,nan,nan,nan,nan,nan
1.1,-0.26380693912506104,0.5063495635986328,0.47013095021247864,1.9039417505264282,-0.4648631513118744,0.6808809041976929,nan,nan,nan,nan,nan
1.12,-0.22578619420528412,0.496861070394516,0.4835693836212158,1.9031651020050049,-0.4877292513847351,0.6653249263763428,nan,nan,nan,nan,nan
1.14,-0.18788419663906097,0.4868747591972351,0.496692955493927,1.883890986442566,-0.5171352028846741,0.6520419120788574,nan,nan,nan,nan,nan
1.16,-0.15027953684329987,0.4762890338897705,0.5097020268440247,1.8694889545440674,-0.5432122945785522,0.6399900913238525,nan,nan,nan,nan,nan
1.18,-0.11289124935865402,0.46529465913772583,0.5222089290618896,1.8723065853118896,-0.558492124080658,0.6178295016288757,nan,nan,nan,nan,nan
1.2,-0.075286865234375,0.45392197370529175,0.5344184637069702,1.8878105878829956,-0.5794596672058105,0.5943824052810669,nan,nan,nan,nan,nan
1.22,-0.03741271048784256,0.442115843296051,0.5462027192115784,1.9044090509414673,-0.6060380935668945,0.5791133046150208,nan,nan,nan,nan,nan
1.24,0.0008118324331007898,0.42963704466819763,0.5576925277709961,1.9151405096054077,-0.6420795917510986,0.5640524625778198,nan,nan,nan,nan,nan
1.26,0.03922828286886215,0.4167627692222595,0.5688670873641968,1.9191149473190308,-0.6560255289077759,0.5528470277786255,nan,nan,nan,nan,nan
1.28,0.07748309522867203,0.40334898233413696,0.5798404812812805,1.908524513244629,-0.6875906586647034,0.5428858399391174,nan,nan,nan,nan,nan
1.3,0.11573033034801483,0.3892001509666443,0.5906727313995361,1.9158109426498413,-0.727160632610321,0.5381107330322266,nan,nan,nan,nan,nan
1.32,0.15387378633022308,0.3743554353713989,0.6012802720069885,1.9084343910217285,-0.7619597315788269,0.5210620164871216,nan,nan,nan,nan,nan
1.34,0.1918807327747345,0.35876351594924927,0.6117019653320312,1.8895652294158936,-0.7977543473243713,0.5182721614837646,nan,nan,nan,nan,nan
1.36,0.22951821982860565,0.3425000309944153,0.6220870614051819,1.8707020282745361,-0.8278770446777344,0.5158557891845703,nan,nan,nan,nan,nan
1.38,0.2667483985424042,0.32561102509498596,0.6323967576026917,1.849387526512146,-0.8653261661529541,0.5158193707466125,nan,nan,nan,nan,nan
1.4,0.30378636717796326,0.30811670422554016,0.6426106691360474,1.851135015487671,-0.9000064730644226,0.5089511275291443,nan,nan,nan,nan,nan
1.42,0.3406497538089752,0.2900440990924835,0.6525535583496094,1.8304860591888428,-0.9070873856544495,0.48736143112182617,nan,nan,nan,nan,nan
1.44,0.3771531581878662,0.27174514532089233,0.6622428894042969,1.8076224327087402,-0.9204503297805786,0.47267019748687744,nan,nan,nan,nan,nan
1.46,0.41321828961372375,0.2532972991466522,0.6715512871742249,1.7961610555648804,-0.9239080548286438,0.4549715518951416,nan,nan,nan,nan,nan
1.48,0.4489173889160156,0.23467090725898743,0.6805951595306396,1.7702118158340454,-0.9387437105178833,0.4430997371673584,nan,nan,nan,nan,nan
1.5,0.484103262424469,0.21588186919689178,0.6893843412399292,1.7522897720336914,-0.9360374212265015,0.4388794004917145,nan,nan,nan,nan,nan
1.52,0.5189337134361267,0.19706273078918457,0.6979684233665466,1.738959550857544,-0.9475593566894531,0.42287853360176086,nan,nan,nan,nan,nan
1.54,0.5536550283432007,0.17819906771183014,0.7064014673233032,1.726678490638733,-0.9374719262123108,0.42044755816459656,nan,nan,nan,nan,nan
1.56,0.5883500576019287,0.1596876084804535,0.7147834300994873,1.7380070686340332,-0.9139288067817688,0.4118320047855377,nan,nan,nan,nan,nan
1.58,0.6231313347816467,0.1417013704776764,0.7229041457176208,1.7449564933776855,-0.8922559022903442,0.4012303352355957,nan,nan,nan,nan,nan
1.6,0.6580591201782227,0.12411455065011978,0.7308990955352783,1.7447532415390015,-0.8635010719299316,0.39800527691841125,nan,nan,nan,nan,nan
1.62,0.6930916905403137,0.10715929418802261,0.7388437986373901,1.7588719129562378,-0.8247279524803162,0.4049850404262543,nan,nan,nan,nan,nan
1.64,0.7285364866256714,0.09111806750297546,0.7470698952674866,1.7812622785568237,-0.7746367454528809,0.4155620038509369,nan,nan,nan,nan,nan
1.66,0.7640828490257263,0.0762631744146347,0.7554921507835388,1.7817816734313965,-0.7051208019256592,0.42522141337394714,nan,nan,nan,nan,nan
1.68,0.7995660305023193,0.06273667514324188,0.7640482187271118,1.7637072801589966,-0.6261828541755676,0.42619672417640686,nan,nan,nan,nan,nan
1.7,0.8348600268363953,0.050787344574928284,0.7727190852165222,1.7644808292388916,-0.5557079911231995,0.4422090947628021,nan,nan,nan,nan,nan
