kind,x,y,z
gate,0.5235282778739929,0.29343464970588684,0.7813289761543274
gate,0.9748252630233765,0.7680622339248657,1.1571261882781982
gate,-1.0493675470352173,-0.3312487304210663,0.7518444657325745
gate,0.0,-0.75,1.2000000476837158
obstacle,-0.10822156071662903,0.7586835026741028,1.571362018585205
obstacle,1.1153976917266846,0.18908488750457764,1.5856480598449707
obstacle,-1.5,-0.25,1.5499999523162842
obstacle,-0.4966168701648712,-0.8934459090232849,1.551629900932312
