t,solve_time_ms,sqp_iters,qp_status,cost
0.0,26.29193900793325,-1,0,nan
0.02,27.297533000819385,-1,0,nan
0.04,26.397825000458397,-1,0,nan
0.06,27.244594995863736,-1,0,nan
0.08,26.151375990593806,-1,0,nan
0.1,26.276329008396715,-1,0,nan
0.12,26.656946007278748,-1,0,nan
0.14,27.68367099633906,-1,0,nan
0.16,27.59234899713192,-1,0,nan
0.18,29.718803998548537,-1,0,nan
0.2,30.146036995574832,-1,0,nan
0.22,26.736474988865666,-1,0,nan
0.24,28.082138000172563,-1,0,nan
0.26,26.519491002545692,-1,0,nan
0.28,25.591415003873408,-1,0,nan
0.3,26.103559997864068,-1,0,nan
0.32,27.871789992786944,-1,0,nan
0.34,25.980117003200576,-1,0,nan
0.36,26.37033000064548,-1,0,nan
0.38,26.28674499283079,-1,0,nan
0.4,27.886248004506342,-1,0,nan
0.42,26.25604900822509,-1,0,nan
0.44,27.728700995794497,-1,0,nan
0.46,26.042944999062456,-1,0,nan
0.48,26.15965300356038,-1,0,nan
0.5,25.673912998172455,-1,0,nan
0.52,25.928186005330645,-1,0,nan
0.54,27.77843299554661,-1,0,nan
0.56,25.98411300277803,-1,0,nan
0.58,27.57114999985788,-1,0,nan
0.6,26.71682600339409,-1,0,nan
0.62,26.04109200183302,-1,0,nan
0.64,25.778262002859265,-1,0,nan
0.66,26.665534009225667,-1,0,nan
0.68,25.456130999373272,-1,0,nan
0.7000000000000001,25.510118997772224,-1,0,nan
0.72,27.420282989623956,-1,0,nan
0.74,25.608327996451408,-1,0,nan
0.76,26.697886001784354,-1,0,nan
0.78,25.56952899612952,-1,0,nan
0.8,25.13513300800696,-1,0,nan
0.8200000000000001,25.639521991251968,-1,0,nan
0.84,25.750781991519034,-1,0,nan
0.86,25.997479999205098,-1,0,nan
0.88,26.543018990196288,-1,0,nan
0.9,26.483449997613207,-1,0,nan
0.92,25.7658569898922,-1,0,nan
0.9400000000000001,27.103062006062828,-1,0,nan
0.96,25.640938998549245,-1,0,nan
0.98,25.639681000029668,-1,0,nan
1.0,26.786573987919837,-1,0,nan
1.02,27.86583198758308,-1,0,nan
1.04,29.37288499379065,-1,0,nan
1.06,27.873596001882106,-1,0,nan
1.08,29.363011999521405,-1,0,nan
1.1,26.08398399024736,-1,0,nan
1.12,26.52888400189113,-1,0,nan
1.1400000000000001,27.720276004401967,-1,0,nan
1.16,29.49396299663931,-1,0,nan
1.18,25.786712998524308,-1,0,nan
1.2,25.107159002800472,-1,0,nan
1.22,25.83482900809031,-1,0,nan
1.24,25.490740008535795,-1,0,nan
1.26,25.69693000987172,-1,0,nan
1.28,25.371716998051852,-1,0,nan
1.3,25.3085239965003,-1,0,nan
1.32,25.885111987008713,-1,0,nan
1.34,27.60949599905871,-1,0,nan
1.36,25.819893009611405,-1,0,nan
1.3800000000000001,26.069351995829493,-1,0,nan
1.4000000000000001,26.181720008025877,-1,0,nan
1.42,25.4436350078322,-1,0,nan
1.44,25.1425599999493,-1,0,nan
1.46,25.54773500014562,-1,0,nan
1.48,25.673541997093707,-1,0,nan
1.5,25.182879995554686,-1,0,nan
1.52,25.72196199616883,-1,0,nan
1.54,26.771638003992848,-1,0,nan
1.56,25.459944998146966,-1,0,nan
1.58,27.344549002009444,-1,0,nan
1.6,25.357617996633053,-1,0,nan
1.62,26.309016000595875,-1,0,nan
1.6400000000000001,27.179202996194363,-1,0,nan
1.6600000000000001,25.472662993706763,-1,0,nan
1.68,27.717887991457246,-1,0,nan
1.7,25.631869008066133,-1,0,nan
1.72,27.729808003641665,-1,0,nan
1.74,25.906351002049632,-1,0,nan
1.76,26.80449800391216,-1,0,nan
1.78,25.940833991626278,-1,0,nan
1.8,25.605428003473207,-1,0,nan
1.82,27.365549001842737,-1,0,nan
1.84,26.203809000435285,-1,0,nan
1.86,25.386476001585834,-1,0,nan
1.8800000000000001,26.27534700150136,-1,0,nan
1.9000000000000001,27.248621001490392,-1,0,nan
1.92,26.49571798974648,-1,0,nan
1.94,26.99047799978871,-1,0,nan
1.96,26.446247997228056,-1,0,nan
1.98,25.71725299640093,-1,0,nan
2.0,26.815192992216907,-1,0,nan
2.02,25.845729003776796,-1,0,nan
2.04,25.893120997352526,-1,0,nan
2.06,26.369373008492403,-1,0,nan
2.08,27.71742900949903,-1,0,nan
2.1,26.304475002689287,-1,0,nan
2.12,27.679455990437418,-1,0,nan
2.14,26.066703998367302,-1,0,nan
2.16,27.405458997236565,-1,0,nan
2.18,25.97289400000591,-1,0,nan
2.2,25.351258998853154,-1,0,nan
2.22,25.659391001681797,-1,0,nan
2.24,25.832571991486475,-1,0,nan
2.2600000000000002,27.615172002697363,-1,0,nan
2.2800000000000002,25.819463990046643,-1,0,nan
2.3000000000000003,27.66635200532619,-1,0,nan
2.32,25.73345199925825,-1,0,nan
2.34,25.511084008030593,-1,0,nan
2.36,26.44889299699571,-1,0,nan
2.38,25.776968002901413,-1,0,nan
2.4,25.356883998028934,-1,0,nan
2.42,25.630374992033467,-1,0,nan
2.44,27.417559002060443,-1,0,nan
2.46,25.470655993558466,-1,0,nan
2.48,25.88660700712353,-1,0,nan
2.5,25.989041998400353,-1,0,nan
2.52,25.270195998018607,-1,0,nan
2.54,27.949936004006304,-1,0,nan
2.56,26.0173830029089,-1,0,nan
2.58,25.446277009905316,-1,0,nan
2.6,25.989122994360514,-1,0,nan
2.62,25.69505099381786,-1,0,nan
2.64,27.362954002455808,-1,0,nan
2.66,25.736283991136588,-1,0,nan
2.68,25.559487999998964,-1,0,nan
2.7,25.692491995869204,-1,0,nan
2.72,26.42670900968369,-1,0,nan
2.74,25.86456800054293,-1,0,nan
2.7600000000000002,25.65871100523509,-1,0,nan
2.7800000000000002,25.572586004273035,-1,0,nan
2.8000000000000003,25.552228995366022,-1,0,nan
2.82,27.136318007251248,-1,0,nan
2.84,25.32088299631141,-1,0,nan
2.86,25.859322005999275,-1,0,nan
2.88,27.29518400155939,-1,0,nan
2.9,25.32909400179051,-1,0,nan
2.92,25.22079600021243,-1,0,nan
2.94,25.342414010083303,-1,0,nan
2.96,25.5988600110868,-1,0,nan
2.98,27.580706009757705,-1,0,nan
3.0,25.42854299827013,-1,0,nan
3.02,27.122543993755244,-1,0,nan
3.04,25.544699004967697,-1,0,nan
3.06,30.41630200459622,-1,0,nan
3.08,28.522663997136988,-1,0,nan
3.1,28.349546002573334,-1,0,nan
3.12,28.862014994956553,-1,0,nan
3.14,28.53156100900378,-1,0,nan
3.16,25.801163996220566,-1,0,nan
3.18,28.26667099725455,-1,0,nan
3.2,25.780256997677498,-1,0,nan
3.22,28.145197007688694,-1,0,nan
3.24,25.418063989491202,-1,0,nan
