t,roll_cmd,pitch_cmd,yaw_cmd,thrust_cmd,a_theta
0.0,0.09562403924442792,0.47653163469375864,0.0,0.4007179931494346,12.938978274676623
0.02,0.10057602771407682,0.430618312933167,0.0,0.552690273905924,0.010000000000163212
0.04,0.14608557125716246,0.4987484681079405,0.0,0.5703523663720441,0.010000000000209643
0.06,0.13718868831944864,0.4440128715552628,0.0,0.6011730094361346,0.010000000000202715
0.08,0.13641315260350406,0.5346815016843867,0.0,0.5297383685472422,0.01000000000057436
0.1,0.11226624916748784,0.4767996289441404,0.0,0.555247966401098,0.010000000000393295
0.12,0.11847015208834027,0.47944672142800554,0.0,0.5572735661565188,0.010000000000312984
0.14,0.12789049824422294,0.4962899016392299,0.0,0.552423049421256,0.010000000000400501
0.16,0.11840663432717824,0.4867501756863421,0.0,0.5475585712787142,0.010000000000966803
0.18,0.09330643959499191,0.4667278739987492,0.0,0.5452963869645295,0.01000000000433424
0.2,0.062210439988747576,0.4415153035115563,0.0,0.5448944901038039,1.5737908813430537
0.22,0.04480794304934208,0.4282515691081008,0.0,0.5432148938177002,3.659476640885118
0.24,0.038605327745729015,0.42818370250430415,0.0,0.5386353055461383,5.34747374347817
0.26,0.03138614638118314,0.41987085331975194,0.0,0.5345358690843706,7.445653739230084
0.28,0.017757834707846445,0.4131445366323636,0.0,0.5316945047517089,8.66703792543725
0.3,-0.0013581056881617065,0.4101138713441788,0.0,0.5279346541537929,9.260656488915986
0.32,-0.018479236324099108,0.4144188846232815,0.0,0.5229604216586674,9.183557044685568
0.34,-0.030272828735556263,0.41939860243559207,0.0,0.5192157808689508,8.58301525196445
0.36,-0.03739919903156537,0.4216672831865276,0.0,0.5184180010702302,7.319061045405137
0.38,-0.041015996270972854,0.42158704888187276,0.0,0.5175068201709249,6.882616437954059
0.4,-0.04578223488213375,0.43130002515903754,0.0,0.5151766997329189,5.128282621854746
0.42,-0.05567775109510162,0.39769244518988695,0.0,0.5038651047498058,6.156565605698665
0.44,-0.04983742996524064,0.41030582326723614,0.0,0.5113648105933564,5.926097517798698
0.46,-0.054382012569119294,0.37657193198719446,0.0,0.49614786465708294,5.3672988280125855
0.48,-0.06712648090860195,0.33675056002736464,0.0,0.48354801662955504,1.7526509283357314
0.5,-0.07664330443549036,0.2882828661727087,0.0,0.4664069859206821,0.13673231539344788
0.52,-0.08505848805369567,0.23603355199232956,0.0,0.45033502453601354,0.027986291422147064
0.54,-0.06969424757398324,0.1974121135456457,0.0,0.4437674376970675,0.017751537757757223
0.56,-0.07066828805904589,0.18187955923153176,0.0,0.43088355833489167,0.010000000000028025
0.58,-0.08360359284638309,0.15358477046855346,0.0,0.42666505878758837,0.01000000000001506
0.6,-0.08105013336684491,0.11695152700259485,0.0,0.41687543685678985,0.010000000000010178
0.62,-0.06691232324844898,0.08807533677503253,0.0,0.4102045817890868,0.010000000000008256
0.64,-0.05679121137327452,0.05312892617248989,0.0,0.40446755532861267,0.01000000000000827
0.66,-0.07108731505874369,0.05271015760058045,0.0,0.39814334403486473,0.010000000000009618
0.68,-0.040801477159975494,0.05638903142892117,0.0,0.3941345928562922,0.010000000000013033
0.7000000000000001,-0.009614983789552885,0.05512435536532081,0.0,0.3816587591894457,0.010000000000020253
0.72,0.009903769496046388,0.04001579430819592,0.0,0.3694894054076373,0.010000283969718395
0.74,0.056661535365519405,0.013538213107148006,0.0,0.3632149465083473,0.010000000047378383
0.76,0.09012264284301112,0.0015026119749696858,0.0,0.3511606609260349,0.633007981087591
0.78,0.12672720378840432,0.002859978831441044,0.0,0.3445727525604601,0.010010072029180583
0.8,0.16395973041503997,-0.008737654875319892,0.0,0.34375563759454014,0.010000000000025778
0.8200000000000001,0.2100723187346629,-0.029974965808849646,0.0,0.3339934116833605,0.010000000000025724
0.84,0.23472481300701548,-0.035761007525379224,0.0,0.3352618362374641,0.010016761399484854
0.86,0.3134677437948628,-0.022272217474877523,0.0,0.3207303026722939,2.551525138844853
0.88,0.36573459537044944,-0.05304082598837473,0.0,0.3165658968433915,0.010000000000000675
0.9,0.4538040871657445,-0.09030512821440773,0.0,0.30506287827817574,0.01000000000000204
0.92,0.5365859293745017,-0.12219343523880764,0.0,0.30691614277267387,0.010000000000001175
0.9400000000000001,0.6061792106096346,-0.1528540396567349,0.0,0.30675278384684557,0.010000000000000765
0.96,0.6569836644175205,-0.14984238093613883,0.0,0.3084144045598197,0.010000000000000597
0.98,0.7004212766190817,-0.13949268637946036,0.0,0.3140039201677652,0.010000000000000531
1.0,0.7307268183626007,-0.12230950035865662,0.0,0.316875687174592,0.010000000000000255
1.02,0.7368485207837823,-0.1006130340065874,0.0,0.32117673466172664,0.010000000000000146
1.04,0.7220692147704107,-0.08697592261125937,0.0,0.3344312836381691,0.010000000000000104
1.06,0.7350106192992469,-0.09116378545241306,0.0,0.33463034828187427,0.010000000000000064
1.08,0.6866963164912386,-0.08818328173491191,0.0,0.3349391494982897,0.010000000000000057
1.1,0.6061107454232728,-0.09216116748690617,0.0,0.34054185930005804,0.010000000000001893
1.12,0.523078872007132,-0.10312681082315107,0.0,0.32856119122637784,0.010000000000000052
1.1400000000000001,0.41321156079678933,-0.0546939150918964,0.0,0.3462405660850536,0.010000000000000052
1.16,0.3093721536700818,-0.03705301142760484,0.0,0.3236593074238311,0.010000000000000054
1.18,0.21128229405776364,-0.03150970865691468,0.0,0.3440016093873595,0.010000000000246066
1.2,0.07798301707142719,-0.004095447498133481,0.0,0.309720403738403,0.01000000001089183
1.22,0.04804330244408819,-0.11833824587392312,0.0,0.3821999798646042,0.010104714839870976
1.24,-0.22775679370050697,-0.01028856954879713,0.0,0.35672638993842765,0.010000000000006717
1.26,-0.3209503437377972,-0.07094527369651592,0.0,0.4294551312693652,0.010000066679759388
1.28,-0.4689249222523161,-0.021686226310950053,0.0,0.38081996866522966,0.010000000386329625
1.3,-0.5297144971437725,-0.059407241624743645,0.0,0.4822054464792996,0.010000286417819242
1.32,-0.703835384951901,-0.016026584440944236,0.0,0.46889621327549347,0.010233531941003801
1.34,-0.7648841712749318,-0.031993011393054986,0.0,0.5489001069099176,0.010000302808268333
1.36,-0.853114655079121,-0.04620382467873186,0.0,0.5502469093405419,0.010000000000000193
1.3800000000000001,-0.8664526505946762,-0.05156264170994832,0.0,0.606064389151897,0.01000173277857752
1.4000000000000001,-0.7824488314566804,0.0006173937196683535,0.0,0.7121774702824367,0.010112641547439922
1.42,-0.7704819721026431,-0.0858825253693973,0.0,0.6659496576836029,0.01000057163795633
1.44,-0.6407006270924341,-0.1675860625670197,0.0,0.7052990779340961,0.010014858059790046
1.46,-0.28674335568033915,-0.26268824031510557,0.0,0.616337951822863,0.010766608910016566
1.48,-0.5238945841057536,-0.35694099709942506,0.0,0.7243400454774889,0.01128553774748824
1.5,-0.5636886339782846,-0.4249879656465617,0.0,0.6368678016555903,0.01000002818174117
1.52,-0.46178562840311915,-0.6417006309195643,0.0,0.6863555135195827,0.01000008049375548
1.54,-0.31432577845429877,-0.8013637485875071,0.0,0.6294266497524665,0.010000008847998001
1.56,-0.15808876222881377,-0.7622110116611144,0.0,0.6398804596570921,0.010000439163874232
1.58,-0.1372459554209829,-0.7102419718646678,0.0,0.6188933988829972,0.01000216425719574
1.6,-0.2714403804626321,-0.6216355732025163,0.0,0.678182106776234,0.010000000310621784
1.62,-0.2909741224242129,-0.7012633401135678,0.0,0.507658191892915,0.01000000000000099
1.6400000000000001,-0.3879031091944675,-0.8393003425407994,0.0,0.5373804952003743,0.010000000000000127
1.6600000000000001,0.06200117093351776,-0.3879472572737339,0.0,0.49185395299308826,0.010000000000000118
1.68,-0.11361167227901417,-0.4903920380345348,0.0,0.6164126747803926,0.010000000000000129
1.7,-1.081505418905867,-0.1572871332074613,0.0,0.49708233590741263,0.01000000000000015
1.72,-1.9999999999999987,-0.3470935396031213,0.0,0.578248167137269,0.010000000000000262
1.74,-1.9999999999999998,-0.29249406632603564,0.0,0.26335934239474085,0.0100000000000002
1.76,-1.9999999999999998,-0.20405464719035282,0.0,0.7999999999999998,0.010000000000000233
1.78,-1.9999999999999998,0.09258874992245181,0.0,0.08545052262150632,0.010000000000000234
1.8,-1.9999999999999998,0.6266012177137332,0.0,0.7999999999999999,0.010000000000000285
1.82,-1.9999999999999998,0.3208503947972588,0.0,0.41962085066970467,0.010000000000000314
1.84,-1.9999999999999998,0.2865701566504383,0.0,0.7999999999999996,0.010000000000000389
1.86,-1.9999999999943656,0.07682418243515943,0.0,0.5230891925708642,0.010000000012579434
1.8800000000000001,-1.9999999999941251,-0.05896412591165445,0.0,0.7702831198908645,0.010000000009019998
1.9000000000000001,-1.9999999999999947,-0.22839759696553177,0.0,0.29390717367412517,0.010000000000001234
1.92,-1.6409934344561563,-0.20299264588774626,0.0,0.6880104915965704,0.010000000000076462
1.94,-1.0455669073846847,-0.46992957654961565,0.0,0.08545052262150044,0.010000000000001421
1.96,-0.8306312380089481,-0.36154042164183864,0.0,0.5262746445679929,0.010000000066703858
1.98,0.24327983313195556,-0.4046723452981706,0.0,0.08545052262150127,0.010000000000001409
2.0,0.08171761924140977,-0.39941661580468574,0.0,0.39919865391995624,0.010000000000170511
2.02,0.9801194552048063,-0.6686445815755955,0.0,0.1415849270301492,0.010000000000001608
2.04,0.9590627528814649,-0.7931582204965363,0.0,0.31282538723828013,0.010000000000001362
2.06,1.577924388814664,-1.0992334053745345,0.0,0.24894199520856217,0.010000000000001593
2.08,1.7261048148003368,-1.1827153938652957,0.0,0.4638017315524168,0.010000000000001154
2.1,1.9999999999999973,-1.4608894177206913,0.0,0.35357209412083557,0.010000000000001482
2.12,1.999999999999999,-1.532369898298037,0.0,0.6638432260018916,0.010000000000000973
2.14,1.9999999999999984,-1.8264120659900582,0.0,0.3491451176468605,0.01000000000000151
2.16,1.9999999999999993,-1.9031462669318182,0.0,0.7999999999999994,0.010000000000000854
2.18,1.8606121366756958,-1.9999999999999907,0.0,0.45714766256396033,0.010000000000001518
