kind,x,y,z
gate,-0.8777614831924438,-0.4163690507411957,0.6240490674972534
gate,-0.7358716726303101,0.7350476384162903,1.108167290687561
gate,0.4013037085533142,0.6472720503807068,0.6494010090827942
gate,-1.8578540086746216,1.0223835706710815,1.2000000476837158
obstacle,-0.21277746558189392,-0.5660107731819153,1.5871539115905762
obstacle,-1.2066127061843872,0.6672287583351135,1.5329573154449463
obstacle,0.2858959436416626,1.0453392267227173,1.5005854368209839
obstacle,-1.5238215923309326,-0.4411813020706177,1.575329303741455
